
Right Force,Right Angle,Right Encoder Angle,Pacchetto,Time

-23.8,	310,	14,	78,	20.8317
-23.8,	310,	14,	78,	20.8317
-23.7,	310,	14,	78,	20.8368
-23.5,	311,	14,	78,	20.8418
-23,	312,	14,	78,	20.8468
-22.9,	313,	14,	78,	20.8519
-22.4,	313,	14,	78,	20.8569
-17.9,	341,	47,	79,	21.043
-17.9,	341,	47,	79,	21.043
-17.6,	342,	47,	79,	21.048
-17.5,	342,	47,	79,	21.0532
-17.4,	343,	47,	79,	21.0581
-16.3,	344,	47,	79,	21.0631
-15.5,	345,	47,	79,	21.0681
24,	17,	87,	80,	21.2844
24,	17,	87,	80,	21.2844
26.4,	17,	87,	80,	21.2894
26.5,	18,	87,	80,	21.2944
26.6,	19,	87,	80,	21.2995
27.5,	20,	87,	80,	21.3045
28.2,	20,	87,	80,	21.3095
49.9,	59,	128,	81,	21.5558
49.9,	59,	128,	81,	21.5558
49.7,	60,	128,	81,	21.5609
49,	61,	128,	81,	21.5659
49.1,	61,	128,	81,	21.5709
48.6,	62,	128,	81,	21.5759
48.6,	63,	128,	81,	21.581
41.1,	87,	157,	82,	21.7371
41.1,	87,	157,	82,	21.7371
41.1,	88,	157,	82,	21.7421
40.3,	89,	157,	82,	21.7471
38.6,	89,	157,	82,	21.7521
38.5,	90,	157,	82,	21.7571
38.9,	91,	157,	82,	21.7621
22.3,	120,	187,	83,	21.9481
22.3,	120,	187,	83,	21.9481
22.2,	120,	187,	83,	21.9532
22.2,	121,	187,	83,	21.9581
22.4,	122,	187,	83,	21.9631
21.4,	123,	187,	83,	21.9682
19.7,	124,	187,	83,	21.9732
4.3,	147,	219,	84,	22.1291
4.3,	147,	219,	84,	22.1291
3.5,	148,	219,	84,	22.1342
2,	149,	219,	84,	22.1392
0.3,	150,	219,	84,	22.1442
-0.5,	150,	219,	84,	22.1492
-2.4,	151,	219,	84,	22.1542
-28.7,	187,	260,	85,	22.4007
-28.7,	187,	260,	85,	22.4007
-28.6,	188,	261,	85,	22.4057
-28.7,	189,	261,	85,	22.4107
-29.8,	190,	261,	85,	22.4158
-29.3,	190,	261,	85,	22.4208
-30.4,	191,	261,	85,	22.4258
-50.5,	225,	299,	86,	22.6422
-50.5,	225,	299,	86,	22.6422
-51.3,	226,	299,	86,	22.6471
-51.1,	227,	299,	86,	22.6521
-52.1,	227,	299,	86,	22.6571
-53,	228,	299,	86,	22.6621
-53.3,	229,	299,	86,	22.6672
-45.4,	258,	330,	87,	22.8533
-45.4,	258,	330,	87,	22.8533
-45.4,	259,	330,	87,	22.8582
-45.4,	260,	330,	87,	22.8633
-46.1,	260,	330,	87,	22.8683
-45.3,	261,	330,	87,	22.8733
-45.5,	262,	330,	87,	22.8784
