
Left power from force,Vector size

-3.4000,	75
-2.7429,	70
-2.7237,	76
-3.0000,	69
-2.2105,	76
-2.9737,	76
-2.0725,	69
-2.7600,	75
-2.2429,	70
-1.5797,	69
-1.5942,	69
-3.6377,	69
-1.9868,	76
-2.7826,	69
-2.5942,	69
-2.2895,	76
-3.5395,	76
-2.0921,	76
-2.9710,	69
-1.8421,	76
-2.6184,	76
-3.4058,	69
-0.9079,	76
-3.5652,	69
-2.2632,	76
-3.3913,	69
-3.4189,	74
-2.8205,	78
-3.8732,	71
-1.7432,	74
-2.5802,	81
-3.0563,	71
-1.2500,	76
-4.2113,	71
-1.6216,	74
-3.2237,	76
-1.5263,	76
-3.9211,	76
-2.4605,	76
-1.3026,	76
-2.7368,	76
-1.2763,	76
-2.5526,	76
-0.7632,	76
-3.6522,	69
-2.8421,	76
-1.0385,	78
-3.4730,	74
-1.7500,	76
-3.4103,	78
-1.8784,	74
-2.3553,	76
-2.5395,	76
-2.6667,	69
-3.3947,	76
-2.5733,	75
-3.5571,	70
-1.4203,	69
-2.0789,	76
-2.1842,	76
-2.6522,	69
-4.4203,	69
-3.0263,	76
-3.0145,	69
-1.4605,	76
-1.3478,	69
-2.3026,	76
-1.5263,	76
-3.5362,	69
-2.9420,	69
-2.7105,	76
-2.9855,	69
-2.4861,	72
-4.0548,	73
-1.9595,	74
