
PID coefficient,Total Power,5 cycles mean power,Total Target Power,Motor Power,Stimul Current,Gear,Cadence,Motor Current,Duty Cycle

0.00,	-25,	0.00,	0.00,	27.51,	0.00,	0,	22.03,	3.86,	33
0.00,	-1,	0.00,	0.00,	24.34,	0.00,	0,	22.91,	3.31,	34
0.00,	-9,	0.00,	0.00,	23.12,	0.00,	0,	22.84,	3.15,	34
0.00,	-8,	0.00,	0.00,	25.19,	0.00,	0,	23.65,	3.33,	35
0.00,	-8,	-10.20,	0.00,	26.08,	0.00,	0,	24.63,	3.35,	36
0.00,	-6,	-6.40,	0.00,	20.67,	0.00,	0,	24.16,	2.66,	36
0.00,	-4,	-7.00,	0.00,	26.39,	0.00,	0,	24.15,	3.39,	36
0.00,	-9,	-7.00,	0.00,	22.75,	0.00,	0,	25.13,	2.85,	37
0.00,	-4,	-6.20,	0.00,	27.11,	0.00,	0,	25.91,	3.39,	37
0.00,	-8,	-6.20,	0.00,	25.83,	0.00,	0,	25.91,	3.23,	37
0.00,	-11,	-7.20,	0.00,	27.56,	0.00,	0,	25.00,	3.45,	37
0.00,	-5,	-7.40,	0.00,	26.81,	0.00,	0,	25.77,	3.35,	37
0.00,	-6,	-6.80,	0.00,	22.78,	0.00,	0,	25.90,	2.85,	37
0.00,	-5,	-7.00,	0.00,	26.95,	0.00,	0,	25.64,	3.37,	37
0.00,	-4,	-6.20,	0.00,	25.73,	0.00,	0,	26.32,	3.22,	37
0.00,	-7,	-5.40,	0.00,	27.35,	0.00,	0,	25.91,	3.42,	37
0.00,	-7,	-5.80,	0.00,	30.58,	0.00,	0,	25.91,	3.83,	37
0.00,	-7,	-6.00,	0.00,	26.03,	0.00,	0,	24.04,	3.35,	36
0.00,	-4,	-5.80,	0.00,	21.51,	0.00,	0,	24.98,	2.77,	36
0.00,	-5,	-6.00,	0.00,	27.90,	0.00,	0,	23.58,	3.59,	36
0.00,	-4,	-5.40,	0.00,	25.66,	0.00,	0,	24.42,	3.30,	36
0.00,	-5,	-5.00,	0.00,	25.72,	0.00,	0,	24.69,	3.31,	36
0.00,	-7,	-5.00,	0.00,	26.47,	0.00,	0,	24.51,	3.40,	36
0.00,	-7,	-5.60,	0.00,	21.32,	0.00,	0,	24.62,	2.74,	36
0.00,	-10,	-6.60,	0.00,	26.53,	0.00,	0,	24.58,	3.41,	36
0.00,	-5,	-6.80,	0.00,	20.93,	0.00,	0,	24.75,	2.69,	36
0.00,	-8,	-7.40,	0.00,	26.50,	0.00,	0,	24.27,	3.41,	36
0.00,	-6,	-7.20,	0.00,	26.31,	0.00,	0,	24.51,	3.38,	36
0.00,	-8,	-7.40,	0.00,	43.44,	0.00,	0,	24.75,	5.59,	36
0.00,	-7,	-6.80,	0.00,	25.88,	0.00,	0,	24.63,	3.33,	36
0.00,	-5,	-6.80,	0.00,	26.22,	0.00,	0,	24.39,	3.37,	36
0.00,	-8,	-6.80,	0.00,	26.76,	0.00,	0,	24.75,	3.44,	36
0.00,	-6,	-6.80,	0.00,	16.25,	0.00,	0,	24.93,	2.09,	36
0.00,	-10,	-7.20,	0.00,	25.61,	0.00,	0,	24.51,	3.29,	36
0.00,	-5,	-6.80,	0.00,	25.72,	0.00,	0,	25.00,	3.31,	36
0.00,	-3,	-6.40,	0.00,	26.78,	0.00,	0,	25.00,	3.44,	36
0.00,	-9,	-6.60,	0.00,	25.24,	0.00,	0,	25.13,	3.25,	36
0.00,	-5,	-6.40,	0.00,	17.31,	0.00,	0,	24.63,	2.23,	36
0.00,	-10,	-6.40,	0.00,	26.11,	0.00,	0,	24.75,	3.36,	36
