
PID coefficient,Total Power,5 cycles mean power,Total Target Power,Motor Power,Stimul Current,Gear,Cadence,Motor Current,Duty Cycle

0.00,	-7,	-6.80,	0.00,	21.85,	0.00,	0,	24.04,	2.81,	36
0.00,	-8,	-7.80,	0.00,	25.35,	0.00,	0,	25.00,	3.26,	36
0.00,	-6,	-7.20,	0.00,	25.18,	0.00,	0,	24.75,	3.24,	36
0.00,	-6,	-7.40,	0.00,	25.89,	0.00,	0,	25.00,	3.33,	36
0.00,	-5,	-6.40,	0.00,	26.50,	0.00,	0,	23.47,	3.41,	36
0.00,	-4,	-5.80,	0.00,	17.25,	0.00,	0,	23.92,	2.22,	36
0.00,	-1,	-4.40,	0.00,	26.25,	0.00,	0,	25.00,	3.38,	36
0.00,	-2,	-3.60,	0.00,	97.34,	0.00,	0,	24.63,	12.52,	36
0.00,	-4,	-3.20,	0.00,	25.89,	0.00,	0,	25.25,	3.33,	36
0.00,	-2,	-2.60,	0.00,	26.72,	0.00,	0,	24.89,	3.44,	36
0.00,	-4,	-2.60,	0.00,	25.82,	0.00,	0,	24.75,	3.32,	36
0.00,	0,	-2.40,	0.00,	26.24,	0.00,	0,	24.57,	3.37,	36
0.00,	-3,	-2.60,	0.00,	19.92,	0.00,	0,	25.13,	2.56,	36
0.00,	-5,	-2.80,	0.00,	24.87,	0.00,	0,	24.04,	3.29,	35
0.00,	-5,	-3.40,	0.00,	19.99,	0.00,	0,	23.92,	2.64,	35
0.00,	-7,	-4.00,	0.00,	24.59,	0.00,	0,	24.37,	3.25,	35
0.00,	-5,	-5.00,	0.00,	25.08,	0.00,	0,	24.27,	3.32,	35
0.00,	-5,	-5.40,	0.00,	15.88,	0.00,	0,	24.39,	2.10,	35
0.00,	-5,	-5.40,	0.00,	25.02,	0.00,	0,	24.63,	3.31,	35
0.00,	-5,	-5.40,	0.00,	26.55,	0.00,	0,	24.63,	3.41,	36
0.00,	-2,	-4.40,	0.00,	25.89,	0.00,	0,	24.71,	3.33,	36
0.00,	-3,	-4.00,	0.00,	20.76,	0.00,	0,	25.00,	2.67,	36
0.00,	-8,	-4.60,	0.00,	26.47,	0.00,	0,	25.00,	3.40,	36
0.00,	-6,	-4.80,	0.00,	26.03,	0.00,	0,	24.75,	3.35,	36
0.00,	-7,	-5.20,	0.00,	16.47,	0.00,	0,	25.25,	2.12,	36
0.00,	-2,	-5.20,	0.00,	25.61,	0.00,	0,	25.00,	3.29,	36
0.00,	-8,	-6.20,	0.00,	23.77,	0.00,	0,	23.92,	3.14,	35
0.00,	-4,	-5.40,	0.00,	24.86,	0.00,	0,	23.26,	3.29,	35
0.00,	-6,	-5.40,	0.00,	24.80,	0.00,	0,	23.92,	3.28,	35
0.00,	-5,	-5.00,	0.00,	25.30,	0.00,	0,	23.70,	3.35,	35
0.00,	-8,	-6.20,	0.00,	25.45,	0.00,	0,	23.81,	3.37,	35
0.00,	-8,	-6.20,	0.00,	24.34,	0.00,	0,	23.57,	3.22,	35
0.00,	-5,	-6.40,	0.00,	25.66,	0.00,	0,	24.63,	3.30,	36
