
PID coefficient,Total Power,5 cycles mean power,Total Target Power,Motor Power,Stimul Current,Gear,Cadence,Motor Current,Duty Cycle

0.00,	-7,	0.00,	0.00,	29.30,	0.00,	0,	27.17,	3.67,	37
0.00,	-4,	-4.20,	0.00,	19.08,	0.00,	0,	24.88,	2.45,	36
0.00,	-7,	-6.20,	0.00,	28.16,	0.00,	0,	25.48,	3.62,	36
0.00,	-8,	-5.40,	0.00,	27.90,	0.00,	0,	23.82,	3.59,	36
0.00,	-7,	-6.60,	0.00,	22.50,	0.00,	0,	25.64,	2.89,	36
0.00,	-9,	-7.00,	0.00,	29.08,	0.00,	0,	25.64,	3.74,	36
0.00,	-5,	-7.20,	0.00,	22.27,	0.00,	0,	25.38,	2.86,	36
0.00,	-9,	-7.60,	0.00,	30.47,	0.00,	0,	26.18,	3.81,	37
0.00,	-5,	-7.00,	0.00,	28.92,	0.00,	0,	26.60,	3.62,	37
0.00,	-6,	-6.80,	0.00,	30.63,	0.00,	0,	25.25,	3.83,	37
0.00,	-4,	-5.80,	0.00,	28.29,	0.00,	0,	26.61,	3.54,	37
0.00,	-5,	-5.80,	0.00,	28.40,	0.00,	0,	26.23,	3.65,	36
0.00,	-5,	-5.00,	0.00,	27.45,	0.00,	0,	25.77,	3.53,	36
0.00,	-4,	-4.80,	0.00,	16.87,	0.00,	0,	25.91,	2.17,	36
0.00,	-5,	-4.60,	0.00,	28.01,	0.00,	0,	25.41,	3.60,	36
0.00,	-5,	-4.80,	0.00,	23.39,	0.00,	0,	25.84,	3.01,	36
0.00,	-8,	-5.40,	0.00,	29.28,	0.00,	0,	25.64,	3.77,	36
0.00,	-5,	-5.40,	0.00,	27.42,	0.00,	0,	26.21,	3.53,	36
0.00,	-6,	-5.80,	0.00,	28.44,	0.00,	0,	25.77,	3.66,	36
0.00,	-3,	-5.40,	0.00,	27.73,	0.00,	0,	25.38,	3.57,	36
0.00,	-9,	-6.20,	0.00,	19.05,	0.00,	0,	25.64,	2.45,	36
0.00,	-5,	-5.60,	0.00,	28.30,	0.00,	0,	25.77,	3.64,	36
0.00,	-5,	-5.60,	0.00,	23.34,	0.00,	0,	26.04,	3.00,	36
0.00,	-7,	-5.80,	0.00,	28.27,	0.00,	0,	24.88,	3.64,	36
0.00,	-5,	-6.20,	0.00,	26.83,	0.00,	0,	25.25,	3.45,	36
0.00,	-5,	-5.40,	0.00,	31.48,	0.00,	0,	25.00,	4.05,	36
0.00,	-7,	-5.80,	0.00,	28.23,	0.00,	0,	25.91,	3.63,	36
0.00,	-7,	-6.20,	0.00,	24.53,	0.00,	0,	25.03,	3.15,	36
0.00,	-6,	-6.00,	0.00,	27.79,	0.00,	0,	25.42,	3.57,	36
0.00,	-3,	-5.60,	0.00,	23.23,	0.00,	0,	25.77,	2.99,	36
0.00,	-4,	-5.40,	0.00,	27.98,	0.00,	0,	25.51,	3.60,	36
0.00,	-7,	-5.40,	0.00,	29.12,	0.00,	0,	26.46,	3.64,	37
0.00,	-4,	-4.80,	0.00,	22.67,	0.00,	0,	26.18,	2.92,	36
0.00,	-7,	-5.00,	0.00,	27.29,	0.00,	0,	25.01,	3.51,	36
0.00,	-7,	-5.80,	0.00,	22.97,	0.00,	0,	26.32,	2.95,	36
0.00,	-5,	-6.00,	0.00,	28.18,	0.00,	0,	25.42,	3.62,	36
0.00,	-8,	-6.20,	0.00,	23.98,	0.00,	0,	24.99,	3.08,	36
0.00,	-4,	-6.20,	0.00,	27.87,	0.00,	0,	25.27,	3.58,	36
0.00,	-7,	-6.20,	0.00,	28.02,	0.00,	0,	26.18,	3.60,	36
0.00,	-5,	-5.80,	0.00,	27.82,	0.00,	0,	25.77,	3.58,	36
0.00,	-6,	-6.00,	0.00,	26.59,	0.00,	0,	25.64,	3.42,	36
0.00,	-3,	-5.00,	0.00,	21.00,	0.00,	0,	0.00,	2.70,	36
0.00,	-4,	-5.00,	0.00,	26.08,	0.00,	0,	25.53,	3.45,	35
0.00,	-5,	-4.60,	0.00,	22.32,	0.00,	0,	25.13,	2.95,	35
0.00,	-4,	-4.40,	0.00,	26.70,	0.00,	0,	25.13,	3.53,	35
0.00,	-6,	-4.40,	0.00,	26.61,	0.00,	0,	25.25,	3.52,	35
0.00,	-5,	-4.80,	0.00,	26.40,	0.00,	0,	24.75,	3.49,	35
0.00,	-5,	-5.00,	0.00,	26.94,	0.00,	0,	24.75,	3.56,	35
0.00,	-9,	-5.80,	0.00,	17.45,	0.00,	0,	24.74,	2.31,	35
0.00,	-4,	-5.80,	0.00,	27.52,	0.00,	0,	24.75,	3.64,	35
0.00,	-6,	-5.80,	0.00,	21.80,	0.00,	0,	25.25,	2.88,	35
0.00,	-5,	-5.80,	0.00,	26.37,	0.00,	0,	25.13,	3.49,	35
0.00,	-9,	-6.60,	0.00,	28.09,	0.00,	0,	25.77,	3.61,	36
0.00,	-7,	-6.20,	0.00,	17.82,	0.00,	0,	25.91,	2.29,	36
0.00,	-3,	-6.00,	0.00,	27.81,	0.00,	0,	25.51,	3.58,	36
0.00,	-7,	-6.20,	0.00,	18.27,	0.00,	0,	25.91,	2.35,	36
0.00,	-5,	-6.20,	0.00,	28.74,	0.00,	0,	25.25,	3.70,	36
0.00,	-4,	-5.20,	0.00,	22.41,	0.00,	0,	25.77,	2.88,	36
0.00,	-3,	-4.40,	0.00,	28.23,	0.00,	0,	25.64,	3.63,	36
0.00,	-5,	-4.80,	0.00,	27.51,	0.00,	0,	25.60,	3.54,	36
0.00,	-3,	-4.00,	0.00,	19.58,	0.00,	0,	26.73,	2.45,	37
0.00,	-3,	-3.60,	0.00,	28.93,	0.00,	0,	26.60,	3.62,	37
0.00,	-5,	-3.80,	0.00,	25.91,	0.00,	0,	25.67,	3.33,	36
0.00,	-4,	-4.00,	0.00,	28.09,	0.00,	0,	25.91,	3.61,	36
0.00,	-9,	-4.80,	0.00,	25.90,	0.00,	0,	24.39,	3.43,	35
0.00,	-7,	-5.60,	0.00,	27.96,	0.00,	0,	24.88,	3.70,	35
0.00,	-6,	-6.20,	0.00,	26.90,	0.00,	0,	24.52,	3.56,	35
0.00,	-3,	-5.80,	0.00,	22.38,	0.00,	0,	25.13,	2.96,	35
0.00,	-7,	-6.40,	0.00,	28.80,	0.00,	0,	25.30,	3.70,	36
0.00,	-6,	-5.80,	0.00,	19.38,	0.00,	0,	25.99,	2.49,	36
0.00,	-3,	-5.00,	0.00,	28.55,	0.00,	0,	24.52,	3.67,	36
0.00,	-6,	-5.00,	0.00,	27.34,	0.00,	0,	25.91,	3.52,	36
0.00,	-4,	-5.20,	0.00,	28.49,	0.00,	0,	25.77,	3.66,	36
0.00,	-2,	-4.20,	0.00,	27.04,	0.00,	0,	26.04,	3.48,	36
0.00,	-7,	-4.40,	0.00,	28.41,	0.00,	0,	25.51,	3.65,	36
0.00,	-5,	-4.80,	0.00,	28.47,	0.00,	0,	26.48,	3.56,	37
