
PID coefficient,Total Power,5 cycles mean power,Total Target Power,Motor Power,Stimul Current,Gear,Cadence,Motor Current,Duty Cycle

0.00,	-3,	-3.00,	0.00,	16.90,	0.00,	0,	25.64,	2.11,	37
0.00,	-4,	-3.00,	0.00,	25.40,	0.00,	0,	25.77,	3.18,	37
0.00,	-6,	-3.40,	0.00,	25.69,	0.00,	0,	26.18,	3.21,	37
0.00,	-3,	-3.40,	0.00,	24.92,	0.00,	0,	26.04,	3.12,	37
0.00,	-4,	-4.00,	0.00,	23.79,	0.00,	0,	25.38,	3.06,	36
0.00,	-3,	-4.00,	0.00,	28.91,	0.00,	0,	25.91,	3.72,	36
0.00,	-6,	-4.40,	0.00,	24.21,	0.00,	0,	26.04,	3.11,	36
0.00,	-1,	-3.40,	0.00,	19.47,	0.00,	0,	25.77,	2.50,	36
0.00,	-4,	-3.60,	0.00,	23.48,	0.00,	0,	25.64,	3.02,	36
0.00,	-6,	-4.00,	0.00,	19.55,	0.00,	0,	25.64,	2.51,	36
0.00,	-5,	-4.40,	0.00,	24.76,	0.00,	0,	25.65,	3.18,	36
0.00,	-5,	-4.20,	0.00,	24.99,	0.00,	0,	25.89,	3.21,	36
0.00,	-1,	-4.20,	0.00,	44.34,	0.00,	0,	26.04,	5.70,	36
0.00,	-8,	-5.00,	0.00,	26.11,	0.00,	0,	25.51,	3.36,	36
0.00,	-4,	-4.60,	0.00,	24.99,	0.00,	0,	25.51,	3.21,	36
0.00,	-5,	-4.60,	0.00,	27.00,	0.00,	0,	26.59,	3.38,	37
0.00,	-4,	-4.40,	0.00,	26.23,	0.00,	0,	26.04,	3.28,	37
0.00,	-2,	-4.60,	0.00,	24.32,	0.00,	0,	24.88,	3.13,	36
0.00,	-10,	-5.00,	0.00,	24.09,	0.00,	0,	25.25,	3.19,	35
0.00,	-4,	-5.00,	0.00,	23.44,	0.00,	0,	25.13,	3.10,	35
0.00,	-6,	-5.20,	0.00,	24.68,	0.00,	0,	24.63,	3.26,	35
0.00,	-1,	-4.60,	0.00,	15.06,	0.00,	0,	24.75,	1.99,	35
0.00,	-3,	-4.80,	0.00,	24.68,	0.00,	0,	24.04,	3.26,	35
0.00,	-11,	-5.00,	0.00,	26.22,	0.00,	0,	24.27,	3.37,	36
0.00,	-1,	-4.40,	0.00,	20.67,	0.00,	0,	25.38,	2.66,	36
0.00,	-9,	-5.00,	0.00,	25.41,	0.00,	0,	24.81,	3.27,	36
0.00,	-4,	-5.60,	0.00,	24.79,	0.00,	0,	25.13,	3.19,	36
0.00,	-5,	-6.00,	0.00,	24.65,	0.00,	0,	25.13,	3.17,	36
0.00,	-5,	-4.80,	0.00,	19.74,	0.00,	0,	25.51,	2.54,	36
0.00,	-2,	-5.00,	0.00,	24.67,	0.00,	0,	25.00,	3.17,	36
0.00,	-8,	-4.80,	0.00,	25.35,	0.00,	0,	26.18,	3.26,	36
0.00,	-1,	-4.20,	0.00,	23.22,	0.00,	0,	26.04,	2.99,	36
0.00,	-4,	-4.00,	0.00,	25.83,	0.00,	0,	24.51,	3.32,	36
0.00,	-3,	-3.60,	0.00,	20.05,	0.00,	0,	25.25,	2.58,	36
0.00,	-2,	-3.60,	0.00,	24.06,	0.00,	0,	25.25,	3.09,	36
0.00,	-10,	-4.00,	0.00,	24.82,	0.00,	0,	24.27,	3.19,	36
0.00,	-2,	-4.20,	0.00,	23.64,	0.00,	0,	24.88,	3.04,	36
0.00,	-7,	-4.80,	0.00,	23.47,	0.00,	0,	24.39,	3.02,	36
0.00,	-5,	-5.20,	0.00,	21.03,	0.00,	0,	24.75,	2.70,	36
0.00,	-8,	-6.40,	0.00,	24.99,	0.00,	0,	25.38,	3.21,	36
0.00,	-5,	-5.40,	0.00,	20.93,	0.00,	0,	24.88,	2.69,	36
0.00,	-6,	-6.20,	0.00,	25.80,	0.00,	0,	25.64,	3.32,	36
0.00,	-7,	-6.20,	0.00,	21.49,	0.00,	0,	25.02,	2.76,	36
0.00,	-5,	-6.20,	0.00,	25.82,	0.00,	0,	25.25,	3.32,	36
0.00,	-3,	-5.20,	0.00,	27.52,	0.00,	0,	26.20,	3.44,	37
0.00,	-5,	-5.20,	0.00,	25.99,	0.00,	0,	26.32,	3.25,	37
0.00,	-7,	-5.40,	0.00,	27.81,	0.00,	0,	26.32,	3.39,	38
0.00,	-8,	-5.60,	0.00,	17.89,	0.00,	0,	25.38,	2.18,	38
0.00,	-4,	-5.40,	0.00,	26.17,	0.00,	0,	25.77,	3.27,	37
0.00,	-5,	-5.80,	0.00,	24.81,	0.00,	0,	25.14,	3.19,	36
0.00,	-5,	-5.80,	0.00,	24.03,	0.00,	0,	25.38,	3.09,	36
0.00,	-7,	-5.80,	0.00,	24.98,	0.00,	0,	25.13,	3.21,	36
0.00,	-6,	-5.40,	0.00,	24.57,	0.00,	0,	25.38,	3.16,	36
0.00,	-6,	-5.80,	0.00,	26.42,	0.00,	0,	25.38,	3.40,	36
0.00,	-4,	-5.60,	0.00,	61.07,	0.00,	0,	25.38,	7.85,	36
0.00,	-5,	-5.60,	0.00,	28.88,	0.00,	0,	25.64,	3.52,	38
0.00,	-5,	-5.20,	0.00,	22.17,	0.00,	0,	26.09,	2.77,	37
0.00,	-8,	-5.60,	0.00,	28.37,	0.00,	0,	26.88,	3.46,	38
0.00,	-6,	-5.60,	0.00,	28.15,	0.00,	0,	26.60,	3.43,	38
0.00,	-8,	-6.40,	0.00,	21.63,	0.00,	0,	26.18,	2.71,	37
0.00,	-6,	-6.60,	0.00,	26.60,	0.00,	0,	25.51,	3.33,	37
0.00,	-6,	-6.80,	0.00,	26.31,	0.00,	0,	26.04,	3.29,	37
0.00,	-5,	-6.20,	0.00,	27.72,	0.00,	0,	25.64,	3.47,	37
0.00,	-6,	-6.20,	0.00,	24.13,	0.00,	0,	25.80,	2.94,	38
0.00,	-8,	-6.20,	0.00,	30.51,	0.00,	0,	27.32,	3.62,	39
0.00,	-4,	-5.80,	0.00,	28.88,	0.00,	0,	25.65,	3.52,	38
0.00,	-12,	-7.00,	0.00,	28.20,	0.00,	0,	26.88,	3.44,	38
0.00,	-9,	-7.80,	0.00,	26.87,	0.00,	0,	25.91,	3.36,	37
0.00,	-8,	-8.20,	0.00,	21.39,	0.00,	0,	25.51,	2.68,	37
0.00,	-6,	-7.80,	0.00,	27.33,	0.00,	0,	25.25,	3.42,	37
0.00,	-8,	-8.60,	0.00,	20.96,	0.00,	0,	27.03,	2.62,	37
0.00,	-6,	-7.40,	0.00,	27.14,	0.00,	0,	25.64,	3.40,	37
0.00,	-8,	-7.20,	0.00,	22.09,	0.00,	0,	25.38,	2.76,	37
0.00,	-5,	-6.60,	0.00,	25.82,	0.00,	0,	25.64,	3.32,	36
0.00,	-8,	-7.00,	0.00,	24.71,	0.00,	0,	24.75,	3.27,	35
0.00,	-10,	-7.40,	0.00,	16.74,	0.00,	0,	24.39,	2.21,	35
0.00,	-5,	-7.20,	0.00,	24.48,	0.00,	0,	24.37,	3.24,	35
0.00,	-5,	-6.60,	0.00,	19.35,	0.00,	0,	25.25,	2.49,	36
0.00,	-5,	-6.60,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-4,	-5.80,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-3,	-4.40,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-5,	-4.40,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-8,	-5.00,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-6,	-5.20,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-5,	-5.40,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-1,	-5.00,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-6,	-5.20,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-2,	-4.00,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-5,	-3.80,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-5,	-3.80,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-4,	-4.40,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-7,	-4.60,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-3,	-4.80,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-7,	-5.20,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-5,	-5.20,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-5,	-5.40,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-7,	-5.40,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-2,	-5.20,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-1,	-4.00,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-4,	-3.80,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-5,	-3.80,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-11,	-4.60,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-3,	-4.80,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-4,	-5.40,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-4,	-5.40,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-5,	-5.40,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-3,	-3.80,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-6,	-4.40,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-6,	-4.80,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-1,	-4.20,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-4,	-4.00,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
0.00,	-4,	-4.20,	0.00,	21.49,	0.00,	0,	25.00,	2.76,	36
