
Left power from force,Vector size

-2.6316,	76
-3.5000,	76
-3.6316,	76
-2.4079,	76
-2.9444,	72
-1.4231,	78
-3.2800,	75
-0.6528,	72
-3.5217,	69
-2.1974,	76
-3.3043,	69
-4.1449,	69
-1.6184,	76
-3.6087,	69
-2.1579,	76
-2.3421,	76
-3.5921,	76
-13.9483,	174
-2.7867,	75
-2.2857,	70
-2.0633,	79
-3.2329,	73
-1.6579,	76
-3.8056,	72
-1.9041,	73
-3.2368,	76
-1.8313,	83
-2.7368,	76
-3.1316,	76
-1.0526,	76
-3.0417,	72
-1.3590,	78
-3.3803,	71
-2.6974,	76
-1.6842,	76
-3.0870,	69
-1.5000,	76
-2.6711,	76
-2.3421,	76
-2.7895,	76
-3.7105,	76
-2.5811,	74
-2.8182,	77
-1.8312,	77
-2.5507,	69
-3.3816,	76
-2.6627,	83
-4.4342,	76
-2.3623,	69
-2.3158,	76
-2.4342,	76
-1.0921,	76
-3.0789,	76
-2.1184,	76
-3.2105,	76
-1.9342,	76
-1.3947,	76
-3.0290,	69
-1.6711,	76
-2.4474,	76
-3.0278,	72
-2.7750,	80
-2.0395,	76
-3.0290,	69
-1.5000,	76
-2.0395,	76
-3.1842,	76
