
PID coefficient,Total Power,5 cycles mean power,Left power,Right power,Error,Total Target Power,Motor Power,Stimul Current,Gear,Cadence,Motor Current,Duty Cycle

0.00,	-2,	-2.00,	0.00,	0.00,	-0.05,	0.00,	18.58,	0.00,	0,	25.90,	2.61,	33
0.00,	-1,	-2.00,	0.00,	0.00,	-0.14,	0.00,	23.38,	0.00,	0,	26.18,	3.28,	33
0.00,	-3,	-2.00,	0.00,	-1.00,	1.08,	0.00,	20.56,	0.00,	0,	24.39,	2.88,	33
0.00,	-1,	-2.00,	0.00,	-1.00,	-0.43,	0.00,	25.34,	0.00,	0,	26.04,	3.45,	34
0.00,	-2,	-1.80,	0.00,	-1.00,	1.37,	0.00,	24.95,	0.00,	0,	26.18,	3.40,	34
0.00,	-2,	-1.80,	0.00,	0.00,	-1.62,	0.00,	19.37,	0.00,	0,	25.38,	2.72,	33
0.00,	-5,	-2.60,	0.00,	-1.00,	3.85,	0.00,	25.95,	0.00,	0,	26.04,	3.53,	34
0.00,	-5,	-3.00,	0.00,	-1.00,	2.06,	0.00,	16.91,	0.00,	0,	25.18,	2.30,	34
0.00,	1,	-2.60,	0.00,	-1.00,	-0.50,	0.00,	24.39,	0.00,	0,	25.25,	3.42,	33
0.00,	-5,	-3.20,	0.00,	-2.00,	2.67,	0.00,	26.94,	0.00,	0,	25.13,	3.67,	34
0.00,	-2,	-3.20,	0.00,	-2.00,	0.34,	0.00,	23.22,	0.00,	0,	26.73,	3.36,	32
0.00,	0,	-2.20,	0.00,	-1.00,	0.65,	0.00,	25.01,	0.00,	0,	24.27,	3.51,	33
0.00,	-1,	-1.40,	0.00,	-1.00,	0.39,	0.00,	16.15,	0.00,	0,	25.77,	2.27,	33
0.00,	-4,	-2.40,	0.00,	-1.00,	0.50,	0.00,	23.11,	0.00,	0,	24.04,	3.34,	32
0.00,	-2,	-1.80,	0.00,	-1.00,	0.84,	0.00,	20.03,	0.00,	0,	25.82,	2.81,	33
0.00,	0,	-1.40,	0.00,	0.00,	-0.19,	0.00,	27.51,	0.00,	0,	24.88,	3.75,	34
0.00,	-4,	-2.20,	0.00,	-1.00,	2.14,	0.00,	25.49,	0.00,	0,	23.81,	3.58,	33
0.00,	-1,	-2.20,	0.00,	-1.00,	-0.37,	0.00,	18.52,	0.00,	0,	20.58,	2.45,	35
0.00,	-2,	-1.80,	0.00,	-1.00,	2.23,	0.00,	29.06,	0.00,	0,	22.73,	3.84,	35
0.00,	-1,	-1.60,	0.00,	-1.00,	-0.20,	0.00,	25.44,	0.00,	0,	22.52,	3.27,	36
0.00,	-1,	-1.80,	0.00,	-1.00,	1.57,	0.00,	23.12,	0.00,	0,	25.25,	3.15,	34
0.00,	-7,	-2.40,	0.00,	-1.00,	2.34,	0.00,	26.35,	0.00,	0,	24.39,	3.59,	34
0.00,	-5,	-3.20,	0.00,	-2.00,	3.03,	0.00,	34.59,	0.00,	0,	24.25,	4.33,	37
0.00,	-7,	-4.20,	0.00,	-2.00,	4.67,	0.00,	29.23,	0.00,	0,	25.00,	3.87,	35
0.00,	-3,	-4.60,	-1.00,	-2.00,	-1.70,	0.00,	33.23,	0.00,	0,	21.37,	4.05,	38
0.00,	-5,	-5.40,	-1.00,	-3.00,	0.19,	0.00,	34.35,	0.00,	0,	24.15,	4.30,	37
0.00,	-6,	-5.20,	-1.00,	-2.00,	-1.15,	0.00,	29.29,	0.00,	0,	24.15,	3.87,	35
0.00,	-8,	-5.80,	-2.00,	-2.00,	-1.69,	0.00,	29.53,	0.00,	0,	26.37,	3.91,	35
0.00,	-6,	-5.60,	-2.00,	-2.00,	1.90,	0.00,	30.75,	0.00,	0,	26.24,	3.95,	36
0.00,	-4,	-5.80,	-2.00,	-2.00,	-1.10,	0.00,	24.48,	0.00,	0,	27.45,	3.15,	36
0.00,	-5,	-5.80,	-2.00,	-2.00,	1.88,	0.00,	25.50,	0.00,	0,	26.18,	3.58,	33
0.00,	-4,	-5.40,	-2.00,	-2.00,	-1.62,	0.00,	29.71,	0.00,	0,	25.96,	3.93,	35
0.00,	-4,	-4.60,	-2.00,	-2.00,	1.96,	0.00,	26.89,	0.00,	0,	25.77,	3.66,	34
0.00,	-5,	-4.40,	-1.00,	-2.00,	1.81,	0.00,	29.38,	0.00,	0,	25.13,	3.89,	35
0.00,	-4,	-4.40,	-1.00,	-2.00,	0.61,	0.00,	21.65,	0.00,	0,	26.98,	2.95,	34
0.00,	-5,	-4.40,	-1.00,	-2.00,	3.10,	0.00,	29.51,	0.00,	0,	24.46,	3.90,	35
0.00,	-3,	-4.20,	-1.00,	-2.00,	0.33,	0.00,	18.73,	0.00,	0,	25.25,	2.48,	35
0.00,	-3,	-4.00,	-1.00,	-2.00,	0.96,	0.00,	25.41,	0.00,	0,	23.70,	3.68,	32
0.00,	-4,	-3.80,	-1.00,	-2.00,	0.99,	0.00,	27.42,	0.00,	0,	24.88,	3.73,	34
0.00,	-4,	-3.80,	-1.00,	-2.00,	1.74,	0.00,	25.07,	0.00,	0,	25.64,	3.41,	34
0.00,	-6,	-4.00,	-1.00,	-2.00,	4.44,	0.00,	26.42,	0.00,	0,	23.92,	3.60,	34
0.00,	-4,	-4.20,	-1.00,	-2.00,	0.93,	0.00,	21.93,	0.00,	0,	24.63,	2.99,	34
0.00,	-6,	-4.80,	-1.00,	-3.00,	1.94,	0.00,	28.67,	0.00,	0,	25.32,	3.90,	34
0.00,	-4,	-4.80,	-1.00,	-3.00,	-0.89,	0.00,	20.91,	0.00,	0,	24.64,	2.93,	33
0.00,	-5,	-5.00,	-1.00,	-3.00,	1.18,	0.00,	27.88,	0.00,	0,	23.04,	3.69,	35
0.00,	-5,	-4.80,	-1.00,	-2.00,	1.31,	0.00,	27.07,	0.00,	0,	24.71,	3.69,	34
0.00,	-3,	-4.60,	-1.00,	-2.00,	2.00,	0.00,	30.76,	0.00,	0,	22.89,	3.96,	36
0.00,	-7,	-4.80,	-1.00,	-3.00,	3.23,	0.00,	29.20,	0.00,	0,	24.53,	3.86,	35
0.00,	-4,	-4.80,	-1.00,	-3.00,	-0.61,	0.00,	21.53,	0.00,	0,	25.13,	2.93,	34
0.00,	-3,	-4.40,	-1.00,	-2.00,	1.02,	0.00,	28.88,	0.00,	0,	24.51,	3.82,	35
0.00,	-3,	-4.00,	-1.00,	-2.00,	1.31,	0.00,	26.59,	0.00,	0,	24.64,	3.62,	34
0.00,	-3,	-4.00,	-1.00,	-2.00,	-0.16,	0.00,	28.79,	0.00,	0,	25.32,	3.81,	35
0.00,	-4,	-3.40,	-1.00,	-2.00,	2.14,	0.00,	25.40,	0.00,	0,	25.77,	3.46,	34
0.00,	-2,	-3.00,	0.00,	-1.00,	0.92,	0.00,	18.99,	0.00,	0,	24.88,	2.51,	35
0.00,	-6,	-3.60,	-1.00,	-2.00,	2.21,	0.00,	26.60,	0.00,	0,	25.78,	3.62,	34
0.00,	-5,	-4.00,	-1.00,	-2.00,	1.59,	0.00,	21.99,	0.00,	0,	25.51,	2.99,	34
