
Left power from force,Vector size

-3.2973,	74
-2.8116,	69
-1.9855,	69
-1.9041,	73
-1.6250,	72
-3.3623,	69
-2.3947,	76
-3.7826,	69
-2.2319,	69
-0.8947,	76
-2.6184,	76
-1.2754,	69
-3.1739,	69
-1.9880,	83
-2.1711,	76
-2.3043,	69
-0.8987,	79
-3.7397,	73
-1.0921,	76
-3.4342,	76
-2.5217,	69
-2.5263,	76
-1.4737,	76
-1.5072,	69
-2.6842,	76
-1.0526,	76
-2.5263,	76
-2.3043,	69
-1.4474,	76
-3.1014,	69
-0.5362,	69
-2.8289,	76
-1.6197,	71
-2.6622,	74
-2.1842,	76
-2.7500,	76
-1.6447,	76
-1.7763,	76
-2.7763,	76
-0.5904,	83
-2.5733,	75
-2.1558,	77
-2.2533,	75
-2.9857,	70
-0.6184,	76
-2.6447,	76
-1.3026,	76
-2.2174,	69
-2.2632,	76
-2.1884,	69
-2.1711,	76
-1.1842,	76
-4.2899,	69
-2.2105,	76
-1.8133,	75
-2.8714,	70
-0.1928,	83
-2.6711,	76
-2.5217,	69
-1.4605,	76
-2.0526,	76
-1.1081,	74
-3.9437,	71
-1.1842,	76
-2.6711,	76
0.2162,	74
-3.0000,	71
-1.2368,	76
-1.0435,	69
-2.5616,	73
-1.0556,	72
-2.3026,	76
-1.7971,	69
-1.7237,	76
-2.2105,	76
