
Left power from force,Vector size

-1.1871,	529
-5.5172,	493
-4.2902,	510
-3.2776,	544
-2.3506,	385
-1.3589,	496
-7.0969,	516
-0.7273,	517
-7.0306,	523
-4.1786,	504
-3.7275,	510
-1.3110,	447
-4.2289,	485
-3.0747,	375
-1.7604,	505
-2.1349,	504
-6.4158,	469
-0.6140,	443
-4.3041,	536
-1.4905,	526
-2.9785,	559
-1.0925,	519
0.7660,	500
-4.5718,	425
1.8500,	400
-3.8114,	440
-1.3563,	494
-3.5029,	517
-6.5123,	488
2.6652,	460
-2.9375,	560
-1.0718,	515
-2.6803,	563
-2.5305,	558
-2.1148,	549
-3.9799,	548
-1.0409,	538
-3.1221,	524
-2.5157,	543
-2.1358,	530
-4.2878,	549
-1.6735,	539
-3.0949,	548
-2.7076,	537
-7.2796,	447
-3.5828,	489
-3.9555,	494
-7.8715,	467
-2.7056,	557
-2.4763,	527
-5.2169,	484
-3.3622,	566
-2.4034,	466
-3.8780,	508
-3.4293,	552
-4.1985,	549
-4.6783,	457
-6.0228,	526
-2.6834,	597
-3.9545,	593
-3.6248,	573
-2.1406,	569
0.4406,	463
-4.0019,	514
-5.7578,	450
-1.9887,	533
-2.1477,	535
-3.5691,	550
-2.1447,	546
-3.0135,	519
-2.4330,	522
-2.4531,	565
-2.7896,	499
-3.6376,	505
-3.6867,	549
-0.4990,	497
