
PID coefficient,Total Power,5 cycles mean power,Left power,Right power,Error,Total Target Power,Motor Power,Stimul Current,Gear,Cadence,Motor Current,Duty Cycle

0.00,	-3,	-5.40,	-4.00,	-1.00,	-0.43,	0.00,	27.03,	0.00,	0,	24.34,	3.79,	33
0.00,	-6,	-3.40,	-1.00,	-1.00,	0.35,	0.00,	27.31,	0.00,	0,	25.51,	3.83,	33
0.00,	-3,	-3.80,	-1.00,	-1.00,	-0.14,	0.00,	22.27,	0.00,	0,	25.64,	3.12,	33
0.00,	-4,	-4.00,	-2.00,	-1.00,	-2.15,	0.00,	26.92,	0.00,	0,	24.39,	3.78,	33
0.00,	-1,	-3.40,	-1.00,	-1.00,	-0.28,	0.00,	24.97,	0.00,	0,	25.60,	3.61,	32
0.00,	-3,	-3.40,	-1.00,	-1.00,	-0.70,	0.00,	23.22,	0.00,	0,	25.97,	3.16,	34
0.00,	-2,	-2.60,	-1.00,	0.00,	-0.92,	0.00,	27.83,	0.00,	0,	25.84,	3.79,	34
0.00,	-5,	-3.00,	-1.00,	0.00,	-0.11,	0.00,	21.36,	0.00,	0,	24.63,	2.91,	34
0.00,	-3,	-2.80,	-1.00,	0.00,	-1.14,	0.00,	26.37,	0.00,	0,	25.00,	3.70,	33
0.00,	-2,	-3.00,	-1.00,	0.00,	-0.86,	0.00,	27.75,	0.00,	0,	24.39,	3.78,	34
0.00,	-3,	-3.00,	-1.00,	0.00,	-2.85,	0.00,	23.05,	0.00,	0,	24.75,	3.14,	34
0.00,	-3,	-3.20,	-1.00,	-1.00,	1.99,	0.00,	27.36,	0.00,	0,	24.51,	3.84,	33
0.00,	-4,	-3.00,	-1.00,	-1.00,	-0.31,	0.00,	26.05,	0.00,	0,	24.63,	3.65,	33
0.00,	-2,	-2.80,	-1.00,	0.00,	-1.46,	0.00,	25.17,	0.00,	0,	25.00,	3.64,	32
0.00,	-5,	-3.40,	-1.00,	-1.00,	0.66,	0.00,	24.88,	0.00,	0,	24.39,	3.60,	32
0.00,	-5,	-3.80,	-1.00,	-1.00,	-2.31,	0.00,	27.73,	0.00,	0,	25.26,	3.89,	33
0.00,	-3,	-3.80,	-2.00,	-1.00,	-0.26,	0.00,	25.27,	0.00,	0,	26.46,	3.66,	32
0.00,	-5,	-4.00,	-2.00,	0.00,	-3.12,	0.00,	22.55,	0.00,	0,	24.50,	3.16,	33
0.00,	-3,	-4.20,	-2.00,	0.00,	-3.29,	0.00,	25.86,	0.00,	0,	25.51,	3.63,	33
0.00,	-2,	-3.60,	-2.00,	0.00,	0.19,	0.00,	25.89,	0.00,	0,	23.04,	3.75,	32
0.00,	-4,	-3.40,	-2.00,	0.00,	-3.41,	0.00,	22.22,	0.00,	0,	25.64,	3.03,	34
0.00,	-4,	-3.60,	-2.00,	0.00,	0.46,	0.00,	28.55,	0.00,	0,	24.16,	4.01,	33
0.00,	-5,	-3.60,	-2.00,	0.00,	-3.94,	0.00,	25.66,	0.00,	0,	24.45,	3.71,	32
0.00,	-4,	-3.80,	-2.00,	-1.00,	0.21,	0.00,	28.31,	0.00,	0,	24.39,	3.97,	33
0.00,	-6,	-4.60,	-2.00,	-1.00,	0.03,	0.00,	25.09,	0.00,	0,	25.68,	3.63,	32
0.00,	-1,	-4.00,	-2.00,	-1.00,	-3.86,	0.00,	17.82,	0.00,	0,	25.64,	2.50,	33
0.00,	-3,	-3.80,	-2.00,	-1.00,	-1.57,	0.00,	28.11,	0.00,	0,	25.02,	3.83,	34
0.00,	-5,	-3.80,	-2.00,	-1.00,	-1.21,	0.00,	26.06,	0.00,	0,	23.70,	3.66,	33
0.00,	-3,	-3.60,	-2.00,	-1.00,	-2.49,	0.00,	28.85,	0.00,	0,	27.32,	3.93,	34
0.00,	-5,	-3.40,	-2.00,	0.00,	-3.16,	0.00,	27.53,	0.00,	0,	25.30,	3.75,	34
0.00,	-3,	-3.80,	-2.00,	-1.00,	-0.25,	0.00,	19.12,	0.00,	0,	24.88,	2.60,	34
0.00,	-4,	-4.00,	-2.00,	-1.00,	-0.00,	0.00,	26.77,	0.00,	0,	24.39,	3.76,	33
0.00,	-4,	-3.80,	-2.00,	-1.00,	-2.54,	0.00,	26.66,	0.00,	0,	25.64,	3.74,	33
0.00,	-1,	-3.40,	-2.00,	-1.00,	-2.53,	0.00,	21.40,	0.00,	0,	24.92,	3.10,	32
0.00,	-2,	-2.80,	-1.00,	0.00,	-2.71,	0.00,	26.13,	0.00,	0,	24.39,	3.78,	32
0.00,	-4,	-3.00,	-2.00,	0.00,	-1.60,	0.00,	20.74,	0.00,	0,	25.11,	3.00,	32
0.00,	-3,	-2.80,	-2.00,	0.00,	-2.30,	0.00,	26.72,	0.00,	0,	25.99,	3.75,	33
0.00,	-4,	-2.80,	-2.00,	0.00,	-0.51,	0.00,	26.96,	0.00,	0,	24.68,	3.78,	33
0.00,	-5,	-3.60,	-2.00,	-1.00,	-1.45,	0.00,	16.96,	0.00,	0,	23.20,	2.45,	32
0.00,	-4,	-4.00,	-2.00,	-1.00,	-1.79,	0.00,	27.14,	0.00,	0,	25.05,	3.81,	33
0.00,	-2,	-3.60,	-2.00,	-1.00,	-2.41,	0.00,	25.26,	0.00,	0,	25.00,	3.65,	32
0.00,	-3,	-3.60,	-2.00,	-1.00,	-3.02,	0.00,	23.74,	0.00,	0,	24.04,	3.33,	33
0.00,	-5,	-3.80,	-2.00,	-1.00,	-0.37,	0.00,	26.96,	0.00,	0,	24.88,	3.78,	33
0.00,	-3,	-3.40,	-2.00,	0.00,	-3.42,	0.00,	29.02,	0.00,	0,	24.88,	3.95,	34
0.00,	-5,	-3.60,	-2.00,	0.00,	0.02,	0.00,	29.24,	0.00,	0,	26.46,	3.98,	34
0.00,	-2,	-3.60,	-2.00,	0.00,	-2.77,	0.00,	26.97,	0.00,	0,	27.62,	3.67,	34
0.00,	-3,	-3.60,	-2.00,	0.00,	-1.33,	0.00,	23.56,	0.00,	0,	25.64,	3.21,	34
0.00,	-2,	-3.00,	-2.00,	0.00,	-2.27,	0.00,	26.38,	0.00,	0,	22.83,	3.82,	32
0.00,	-6,	-3.60,	-2.00,	0.00,	-2.52,	0.00,	33.49,	0.00,	0,	24.38,	4.43,	35
