
Left power from force,Vector size

-2.0132,	76
-2.9167,	72
-1.6875,	80
-3.3478,	69
-0.7763,	76
-2.1974,	76
-1.6316,	76
-2.7105,	76
-2.5658,	76
-1.6667,	69
-3.1014,	69
-0.7971,	69
-2.3333,	69
-2.1486,	74
-2.3099,	71
-3.7500,	76
-2.0921,	76
-4.0658,	76
-3.4058,	69
-1.3253,	83
-3.8261,	69
-1.8421,	76
-4.6579,	76
-2.2464,	69
-3.0263,	76
-2.6974,	76
-2.7632,	76
-3.2632,	76
-3.0000,	74
-4.3662,	71
-1.7246,	69
-2.2237,	76
-3.6957,	69
-1.8816,	76
-2.7945,	73
-3.2917,	72
-3.0526,	76
-2.5263,	76
-3.5000,	76
-3.3243,	74
-2.6761,	71
-3.3684,	76
-2.7368,	76
-3.4211,	76
-2.5526,	76
-2.6351,	74
-2.3026,	76
-2.3944,	71
-4.3623,	69
-2.6711,	76
-3.9737,	76
-2.2895,	76
-2.8406,	69
-3.3684,	76
-0.5488,	82
-4.0260,	77
-3.2319,	69
-2.9342,	76
-2.7971,	69
-1.1687,	83
-4.4638,	69
-1.5072,	69
-3.1184,	76
-2.1842,	76
-2.9605,	76
-2.8116,	69
-2.1867,	75
-3.5857,	70
-1.8026,	76
-2.4342,	76
-2.4366,	71
-1.6875,	80
-2.2297,	74
-1.9494,	79
-3.1184,	76
-2.1053,	76
