
PID coefficient,Total Power,5 cycles mean power,Total Target Power,Motor Power,Stimul Current,Gear,Cadence,Motor Current,Duty Cycle

0.00,	-2,	-4.40,	0.00,	7.90,	0.00,	0,	25.13,	1.08,	34
0.00,	-4,	-4.00,	0.00,	10.70,	0.00,	0,	25.91,	1.42,	35
0.00,	-2,	-3.80,	0.00,	72.65,	0.00,	0,	26.04,	9.89,	34
0.00,	-5,	-3.80,	0.00,	9.30,	0.00,	0,	26.31,	1.27,	34
0.00,	-4,	-3.40,	0.00,	10.70,	0.00,	0,	26.04,	1.42,	35
0.00,	-5,	-4.00,	0.00,	9.18,	0.00,	0,	25.00,	1.21,	35
0.00,	-7,	-4.60,	0.00,	8.74,	0.00,	0,	25.13,	1.19,	34
0.00,	-3,	-4.80,	0.00,	8.49,	0.00,	0,	25.00,	1.16,	34
0.00,	-4,	-4.60,	0.00,	9.44,	0.00,	0,	25.41,	1.29,	34
0.00,	0,	-3.80,	0.00,	6.97,	0.00,	0,	25.37,	0.98,	33
0.00,	-4,	-3.60,	0.00,	10.21,	0.00,	0,	25.25,	1.39,	34
0.00,	-3,	-2.80,	0.00,	9.53,	0.00,	0,	26.46,	1.30,	34
0.00,	-3,	-2.80,	0.00,	10.36,	0.00,	0,	25.25,	1.41,	34
0.00,	-5,	-3.00,	0.00,	9.49,	0.00,	0,	25.25,	1.29,	34
0.00,	-2,	-3.40,	0.00,	5.17,	0.00,	0,	24.15,	0.73,	33
0.00,	-7,	-4.00,	0.00,	8.77,	0.00,	0,	24.63,	1.23,	33
0.00,	-7,	-4.80,	0.00,	7.31,	0.00,	0,	23.58,	1.06,	32
0.00,	-7,	-5.60,	0.00,	9.18,	0.00,	0,	23.36,	1.33,	32
0.00,	-21,	-8.80,	0.00,	5.09,	0.00,	0,	23.70,	0.74,	32
0.00,	-15,	-11.40,	0.00,	9.41,	0.00,	0,	24.16,	1.32,	33
0.00,	-4,	-10.80,	0.00,	8.92,	0.00,	0,	24.63,	1.25,	33
0.00,	-2,	-9.80,	0.00,	9.51,	0.00,	0,	24.39,	1.33,	33
0.00,	-6,	-9.60,	0.00,	7.59,	0.00,	0,	23.62,	1.10,	32
0.00,	-5,	-6.40,	0.00,	7.07,	0.00,	0,	23.92,	0.99,	33
0.00,	4,	-2.60,	0.00,	8.41,	0.00,	0,	24.63,	1.18,	33
0.00,	-10,	-3.80,	0.00,	8.90,	0.00,	0,	25.77,	1.25,	33
0.00,	-41,	-11.60,	0.00,	9.22,	0.00,	0,	25.65,	1.26,	34
0.00,	-28,	-16.00,	0.00,	6.83,	0.00,	0,	25.91,	0.93,	34
0.00,	-2,	-15.40,	0.00,	8.71,	0.00,	0,	25.64,	1.22,	33
0.00,	-5,	-17.20,	0.00,	9.41,	0.00,	0,	25.25,	1.32,	33
0.00,	-6,	-16.40,	0.00,	8.91,	0.00,	0,	23.92,	1.25,	33
0.00,	-3,	-8.80,	0.00,	8.15,	0.00,	0,	25.00,	1.14,	33
0.00,	-5,	-4.20,	0.00,	7.20,	0.00,	0,	25.05,	1.01,	33
0.00,	-4,	-4.60,	0.00,	8.77,	0.00,	0,	24.27,	1.23,	33
0.00,	-1,	-3.80,	0.00,	7.34,	0.00,	0,	24.64,	1.03,	33
0.00,	-2,	-3.00,	0.00,	6.73,	0.00,	0,	24.74,	0.97,	32
0.00,	-4,	-3.20,	0.00,	9.74,	0.00,	0,	25.13,	1.37,	33
0.00,	-4,	-3.00,	0.00,	9.48,	0.00,	0,	24.44,	1.33,	33
0.00,	-3,	-2.80,	0.00,	9.01,	0.00,	0,	25.00,	1.26,	33
0.00,	-4,	-3.40,	0.00,	8.43,	0.00,	0,	25.64,	1.15,	34
0.00,	-3,	-3.60,	0.00,	9.62,	0.00,	0,	25.58,	1.31,	34
0.00,	-3,	-3.40,	0.00,	9.49,	0.00,	0,	26.32,	1.29,	34
0.00,	-4,	-3.40,	0.00,	8.57,	0.00,	0,	25.13,	1.20,	33
0.00,	-4,	-3.60,	0.00,	9.84,	0.00,	0,	25.25,	1.34,	34
0.00,	-1,	-3.00,	0.00,	8.20,	0.00,	0,	25.64,	1.12,	34
0.00,	-5,	-3.40,	0.00,	9.25,	0.00,	0,	25.25,	1.30,	33
0.00,	-3,	-3.40,	0.00,	7.82,	0.00,	0,	23.70,	1.13,	32
0.00,	-4,	-3.40,	0.00,	8.58,	0.00,	0,	24.75,	1.20,	33
0.00,	-2,	-3.00,	0.00,	9.20,	0.00,	0,	24.50,	1.29,	33
0.00,	-3,	-3.40,	0.00,	5.93,	0.00,	0,	24.51,	0.83,	33
0.00,	-2,	-2.80,	0.00,	9.37,	0.00,	0,	25.38,	1.28,	34
0.00,	-3,	-2.80,	0.00,	8.08,	0.00,	0,	25.64,	1.10,	34
0.00,	-4,	-2.80,	0.00,	8.31,	0.00,	0,	24.88,	1.17,	33
0.00,	-4,	-3.20,	0.00,	8.95,	0.00,	0,	23.70,	1.26,	33
0.00,	-2,	-3.00,	0.00,	6.04,	0.00,	0,	24.27,	0.85,	33
0.00,	-4,	-3.40,	0.00,	9.49,	0.00,	0,	24.88,	1.29,	34
0.00,	-4,	-3.60,	0.00,	6.86,	0.00,	0,	25.50,	0.96,	33
0.00,	-2,	-3.20,	0.00,	8.81,	0.00,	0,	23.92,	1.24,	33
