
PID coefficient,Total Power,5 cycles mean power,Left power,Right power,Error,Total Target Power,Motor Power,Stimul Current,Gear,Cadence,Motor Current,Duty Cycle

0.00,	-4,	-3.00,	-1.00,	0.00,	1.23,	0.00,	26.92,	0.00,	0,	26.46,	3.67,	34
0.00,	-2,	-2.80,	-1.00,	-1.00,	0.85,	0.00,	16.82,	0.00,	0,	27.00,	2.29,	34
0.00,	-2,	-2.60,	-1.00,	0.00,	-1.76,	0.00,	26.70,	0.00,	0,	25.00,	3.64,	34
0.00,	0,	-2.20,	-1.00,	0.00,	-1.43,	0.00,	24.29,	0.00,	0,	25.51,	3.41,	33
0.00,	-2,	-2.00,	0.00,	0.00,	0.92,	0.00,	21.04,	0.00,	0,	28.41,	2.95,	33
0.00,	1,	-1.00,	0.00,	0.00,	-2.39,	0.00,	26.04,	0.00,	0,	26.18,	3.55,	34
0.00,	-4,	-1.40,	0.00,	0.00,	2.65,	0.00,	15.67,	0.00,	0,	26.32,	2.20,	33
0.00,	0,	-1.00,	0.00,	0.00,	-0.10,	0.00,	26.59,	0.00,	0,	27.62,	3.62,	34
0.00,	0,	-1.00,	0.00,	0.00,	-3.24,	0.00,	23.42,	0.00,	0,	24.63,	3.29,	33
0.00,	-4,	-1.40,	0.00,	0.00,	-0.38,	0.00,	19.43,	0.00,	0,	25.13,	2.73,	33
0.00,	-2,	-2.00,	0.00,	0.00,	-0.98,	0.00,	24.66,	0.00,	0,	23.70,	3.46,	33
0.00,	-3,	-1.80,	0.00,	0.00,	1.59,	0.00,	33.96,	0.00,	0,	25.51,	4.62,	34
0.00,	0,	-1.80,	0.00,	0.00,	-0.71,	0.00,	33.05,	0.00,	0,	29.24,	4.14,	37
0.00,	-3,	-2.40,	0.00,	-1.00,	0.90,	0.00,	23.38,	0.00,	0,	26.05,	3.09,	35
0.00,	-1,	-1.80,	0.00,	-1.00,	1.29,	0.00,	24.73,	0.00,	0,	27.93,	3.37,	34
0.00,	-5,	-2.40,	0.00,	-1.00,	-2.40,	0.00,	25.93,	0.00,	0,	24.63,	3.64,	33
0.00,	-3,	-2.40,	-1.00,	-1.00,	-0.44,	0.00,	20.98,	0.00,	0,	24.27,	2.94,	33
0.00,	0,	-2.40,	-1.00,	-1.00,	-0.27,	0.00,	24.61,	0.00,	0,	26.04,	3.45,	33
0.00,	-3,	-2.40,	-1.00,	0.00,	0.52,	0.00,	16.42,	0.00,	0,	25.25,	2.24,	34
0.00,	0,	-2.20,	-1.00,	0.00,	-0.48,	0.00,	23.84,	0.00,	0,	25.72,	3.34,	33
0.00,	-2,	-1.60,	0.00,	0.00,	0.73,	0.00,	25.65,	0.00,	0,	25.51,	3.49,	34
0.00,	-1,	-1.20,	0.00,	0.00,	-0.24,	0.00,	25.41,	0.00,	0,	24.51,	3.46,	34
0.00,	0,	-1.20,	0.00,	0.00,	-0.23,	0.00,	23.62,	0.00,	0,	26.74,	3.31,	33
