
Left power from force,Vector size

-3.4110,	511
-3.5582,	550
-3.7326,	475
-2.7124,	518
-3.5481,	540
-2.3215,	563
-4.8924,	511
-3.2161,	560
-4.4173,	532
-3.3266,	496
-3.5553,	524
-2.0824,	558
-2.4555,	562
-1.9572,	561
-0.6606,	492
-3.9846,	520
-2.0987,	476
-0.8793,	489
-1.9400,	517
-3.1293,	518
-2.0945,	550
-1.2467,	527
-4.0018,	544
-1.1579,	551
-4.2138,	491
-1.6389,	565
-1.0093,	539
-2.5959,	537
-2.5386,	557
-2.7985,	546
-0.4451,	519
-3.6782,	550
-1.5294,	561
-2.0447,	559
-0.9553,	515
-2.7993,	543
-3.7428,	521
-0.6093,	558
-2.6458,	559
-1.4451,	537
-2.0272,	551
-3.4880,	502
-1.6787,	470
-3.9825,	513
-0.6713,	572
-0.0525,	495
-1.5332,	557
-2.8791,	513
-3.6272,	515
-1.6869,	543
-2.0175,	513
-1.0616,	568
-3.9942,	515
-3.1203,	557
-2.7201,	568
-3.1364,	572
-1.7722,	553
-3.8210,	553
-1.2796,	565
-2.8357,	566
-3.5462,	573
-1.7782,	523
-4.0684,	526
-2.5549,	546
-4.4468,	564
-2.4776,	557
-2.7426,	575
-2.4392,	510
-4.0547,	567
-4.1559,	571
-2.0821,	524
-4.9339,	484
-5.8232,	509
-4.3017,	537
-2.3791,	554
