
Left power from force,Vector size

-2.2000,	70
-0.8684,	76
-0.4342,	76
-1.1316,	76
-1.9130,	69
-0.5921,	76
-1.1447,	76
-0.4737,	76
-0.8947,	76
-0.5395,	76
-0.7500,	76
-1.1579,	76
-0.3919,	74
-1.8028,	71
-0.4638,	69
-1.3684,	76
-0.0395,	76
-0.6447,	76
-0.5000,	76
-0.5132,	76
-1.3188,	69
-1.0921,	76
-0.0921,	76
-0.5132,	76
-1.3158,	76
0.0658,	76
-2.0145,	69
-0.7763,	76
-0.7763,	76
-1.4058,	69
-1.8158,	76
0.0789,	76
-1.7536,	69
0.0526,	76
-0.6447,	76
-1.1549,	71
-1.3784,	74
-1.1316,	76
0.3947,	76
-0.9855,	69
-1.1842,	76
-1.3289,	76
-1.3684,	76
-1.1316,	76
-2.0580,	69
-0.0864,	81
-1.0000,	78
-1.6087,	69
-0.9474,	76
-1.2105,	76
-0.9855,	69
-0.4605,	76
-1.5789,	76
-0.6579,	76
-1.0132,	76
0.0000,	76
-1.7826,	69
-0.6974,	76
-0.6447,	76
-1.4211,	76
-1.4493,	69
-0.3947,	76
-0.4699,	83
-0.6452,	62
-14.0282,	177
-1.2089,	560
-1.1248,	569
0.9513,	513
-1.6017,	472
0.4712,	452
