
Right Force,Right Angle,Right Encoder Angle,Pacchetto,Time

1.7,	355,	80,	79,	38.2762
1.7,	355,	80,	79,	38.2762
2.5,	356,	80,	79,	38.2812
2.8,	357,	80,	79,	38.2862
4,	357,	80,	79,	38.2912
4.8,	358,	80,	79,	38.2963
5.9,	359,	80,	79,	38.3013
34.8,	32,	120,	80,	38.5173
34.8,	32,	120,	80,	38.5173
35.2,	33,	120,	80,	38.5224
35.7,	34,	120,	80,	38.5274
37.3,	34,	120,	80,	38.5324
38.9,	35,	120,	80,	38.5374
40,	36,	120,	80,	38.5424
52.5,	62,	156,	81,	38.6986
52.5,	62,	156,	81,	38.6986
52.5,	63,	156,	81,	38.7036
51.5,	64,	156,	81,	38.7086
50.8,	64,	156,	81,	38.7136
49.6,	65,	156,	81,	38.7186
48.6,	66,	156,	81,	38.7237
26.4,	95,	186,	82,	38.9093
26.4,	95,	186,	82,	38.9093
25,	96,	186,	82,	38.9143
25.3,	97,	186,	82,	38.9193
25.8,	98,	186,	82,	38.9243
26.1,	98,	186,	82,	38.9294
26.5,	99,	186,	82,	38.9344
9.8,	129,	217,	83,	39.1203
9.8,	129,	217,	83,	39.1203
9.1,	129,	217,	83,	39.1253
9.2,	130,	217,	83,	39.1304
9.5,	131,	217,	83,	39.1354
9.5,	132,	217,	83,	39.1404
9,	133,	217,	83,	39.1454
-25.6,	167,	248,	84,	39.3616
-25.6,	167,	248,	84,	39.3616
-28,	168,	248,	84,	39.3667
-29.6,	168,	248,	84,	39.3717
-30,	169,	248,	84,	39.3767
-31.3,	170,	248,	84,	39.3817
-31.9,	171,	248,	84,	39.3867
-40.8,	205,	285,	85,	39.6029
-40.8,	205,	285,	85,	39.6029
-39.9,	206,	285,	85,	39.6079
-39.4,	207,	285,	85,	39.6129
-39.8,	207,	285,	85,	39.618
-41,	208,	285,	85,	39.623
-41.1,	209,	285,	85,	39.628
-46.2,	240,	324,	86,	39.8147
-46.2,	240,	324,	86,	39.8147
-46.2,	241,	324,	86,	39.8197
-46.2,	242,	324,	86,	39.825
-46.2,	243,	324,	86,	39.8297
-45.7,	244,	324,	86,	39.8347
-46.4,	244,	324,	86,	39.8397
-34.2,	274,	353,	87,	40.025
-34.2,	274,	353,	87,	40.025
-34.1,	274,	353,	87,	40.0301
-33.8,	275,	353,	87,	40.0351
-33.5,	276,	353,	87,	40.0401
-33.1,	277,	353,	87,	40.0452
-32.5,	278,	353,	87,	40.0502
-25,	303,	23,	88,	40.206
-25,	303,	23,	88,	40.206
-23.7,	304,	23,	88,	40.211
-21.9,	304,	23,	88,	40.216
-21.9,	305,	23,	88,	40.221
-21.4,	306,	23,	88,	40.2261
-22.1,	307,	23,	88,	40.2311
-13.2,	340,	54,	89,	40.4471
-13.2,	340,	54,	89,	40.4471
-11.8,	341,	54,	89,	40.4521
-11.8,	342,	54,	89,	40.4572
-11.8,	343,	54,	89,	40.4622
-12,	343,	54,	89,	40.4672
-11.8,	344,	54,	89,	40.4724
27.6,	22,	92,	90,	40.7185
27.6,	22,	92,	90,	40.7185
27.5,	23,	92,	90,	40.7235
27.8,	23,	92,	90,	40.7285
28.2,	24,	92,	90,	40.7336
29.2,	25,	92,	90,	40.7386
30,	26,	92,	90,	40.7436
45.8,	52,	132,	91,	40.8994
45.8,	52,	132,	91,	40.8994
45.7,	53,	132,	91,	40.9044
46.9,	54,	132,	91,	40.9095
47,	55,	132,	91,	40.9145
47.2,	56,	132,	91,	40.9195
48,	57,	132,	91,	40.9245
36,	87,	160,	92,	41.111
36,	87,	160,	92,	41.111
36,	87,	160,	92,	41.116
36,	88,	160,	92,	41.121
36,	89,	160,	92,	41.126
36.3,	90,	160,	92,	41.131
36.6,	91,	160,	92,	41.136
18.1,	121,	190,	93,	41.3216
18.1,	121,	190,	93,	41.3216
18.1,	121,	190,	93,	41.3266
17.9,	122,	190,	93,	41.3316
17.3,	123,	190,	93,	41.3366
16.1,	124,	190,	93,	41.3417
14.9,	124,	190,	93,	41.3467
3.1,	149,	223,	94,	41.5025
3.1,	149,	223,	94,	41.5025
0.6,	149,	223,	94,	41.5075
-0.7,	150,	223,	94,	41.5125
-1.8,	151,	223,	94,	41.5175
-3.2,	152,	223,	94,	41.5226
-3.5,	152,	223,	94,	41.5276
-26.9,	181,	254,	95,	41.7135
-26.9,	181,	254,	95,	41.7135
-27.1,	181,	254,	95,	41.7185
-28.6,	182,	254,	95,	41.7235
-30.2,	183,	254,	95,	41.7285
-31.9,	184,	254,	95,	41.7336
-32.3,	185,	254,	95,	41.7386
-42.5,	214,	285,	96,	41.9245
-42.5,	214,	285,	96,	41.9245
-41.7,	215,	285,	96,	41.9295
-41.9,	216,	285,	96,	41.9345
