
Left power from force,Vector size

-0.6008,	516
-1.1807,	548
-0.9749,	557
-0.9211,	558
-0.8503,	561
-1.5196,	535
0.0624,	465
-0.3970,	529
-2.0994,	523
-0.8404,	564
-1.3183,	556
0.1496,	548
-1.1914,	533
-0.9381,	565
-1.3868,	561
-3.8909,	504
-1.0286,	559
-0.0077,	522
-2.7810,	516
-2.7746,	488
-1.3399,	559
-1.0089,	563
-1.9101,	567
-1.1043,	556
-1.2790,	552
-1.2450,	555
-1.0378,	556
-0.8336,	541
-0.7017,	543
-2.2782,	514
-1.4195,	553
-0.9278,	554
-1.4250,	567
-0.5411,	560
-2.1247,	489
-0.4990,	501
-0.9376,	545
-1.2180,	578
-0.4755,	572
-1.1705,	563
-0.9467,	563
-0.8903,	556
0.7839,	472
-0.5698,	537
-0.4740,	519
-0.4054,	560
-0.6951,	574
-1.0369,	569
-0.8315,	552
-1.2085,	518
-0.3228,	536
-2.2129,	512
-0.7096,	513
-0.0427,	468
-2.1155,	459
-0.6954,	568
0.5383,	496
-1.7623,	530
-1.5100,	549
-0.5869,	518
-1.2135,	548
-2.1347,	527
-1.0125,	558
-1.3128,	569
-1.2264,	561
-1.1308,	558
-1.1946,	560
-0.7702,	557
-0.8040,	505
-0.4011,	541
-0.9510,	572
-0.8958,	547
0.5949,	506
-2.1382,	463
