
Left power from force,Vector size

-1.1298,	416
-0.9115,	373
-1.4579,	511
1.5360,	431
-1.9871,	389
-3.9731,	484
-1.9249,	519
2.6423,	478
-7.4730,	482
-1.8426,	394
-5.4711,	450
-2.8345,	411
-3.2667,	495
-3.4004,	547
2.5844,	462
2.2639,	451
-4.7889,	540
-0.6523,	558
-1.1467,	484
-2.8351,	461
-2.4808,	416
-6.6957,	460
1.4941,	425
-5.9981,	532
-1.3002,	463
0.8904,	438
-2.8839,	517
1.1293,	464
-5.7792,	539
-2.4203,	590
-1.1218,	476
1.1707,	498
-5.9663,	504
-0.5803,	517
-1.9794,	535
-3.4398,	548
-1.6618,	547
-1.3153,	463
0.8731,	457
-3.6406,	473
1.0661,	514
-1.9724,	580
-2.5997,	582
-2.6938,	578
-1.9173,	532
-0.3295,	437
-4.2925,	465
-1.1721,	401
-2.5413,	545
-1.9309,	564
-1.7670,	515
-2.7803,	437
-3.5852,	393
-4.0137,	512
-5.3710,	442
1.1740,	500
-2.4114,	474
-5.6850,	508
3.2854,	515
-2.6427,	571
-3.3285,	551
-2.2482,	564
-2.9321,	471
0.8523,	413
-10.1064,	404
2.1566,	415
-1.3109,	476
-2.4277,	519
-0.5913,	504
-1.7319,	470
-5.0504,	476
0.0694,	461
0.1290,	403
-2.4111,	506
-0.5163,	430
