
PID coefficient,Total Power,5 cycles mean power,Total Target Power,Motor Power,Stimul Current,Gear,Cadence,Motor Current,Duty Cycle

0.00,	0,	-0.80,	0.00,	16.20,	0.00,	0,	24.39,	2.21,	34
0.00,	-3,	-2.00,	0.00,	15.67,	0.00,	0,	24.15,	2.20,	33
0.00,	-1,	-1.00,	0.00,	16.28,	0.00,	0,	24.88,	2.28,	33
0.00,	2,	-0.40,	0.00,	15.90,	0.00,	0,	24.27,	2.23,	33
0.00,	-2,	-0.80,	0.00,	16.44,	0.00,	0,	24.75,	2.31,	33
0.00,	-1,	-1.00,	0.00,	14.23,	0.00,	0,	24.72,	1.94,	34
0.00,	0,	-0.40,	0.00,	16.73,	0.00,	0,	25.46,	2.28,	34
0.00,	0,	-0.20,	0.00,	18.25,	0.00,	0,	25.27,	2.41,	35
0.00,	-2,	-1.00,	0.00,	14.61,	0.00,	0,	25.25,	1.99,	34
0.00,	-1,	-0.80,	0.00,	16.57,	0.00,	0,	25.77,	2.26,	34
0.00,	0,	-0.60,	0.00,	16.76,	0.00,	0,	25.13,	2.28,	34
0.00,	2,	-0.20,	0.00,	16.54,	0.00,	0,	25.25,	2.25,	34
0.00,	1,	0.00,	0.00,	17.04,	0.00,	0,	24.75,	2.32,	34
0.00,	-2,	0.00,	0.00,	12.55,	0.00,	0,	23.48,	1.76,	33
0.00,	-3,	-0.40,	0.00,	15.40,	0.00,	0,	23.04,	2.23,	32
0.00,	-4,	-1.20,	0.00,	14.24,	0.00,	0,	23.26,	2.00,	33
0.00,	-7,	-3.00,	0.00,	16.22,	0.00,	0,	25.38,	2.28,	33
0.00,	5,	-2.20,	0.00,	16.42,	0.00,	0,	24.53,	2.30,	33
0.00,	-3,	-2.40,	0.00,	13.22,	0.00,	0,	24.04,	1.85,	33
0.00,	-4,	-2.60,	0.00,	16.67,	0.00,	0,	23.26,	2.34,	33
0.00,	5,	-0.80,	0.00,	13.81,	0.00,	0,	23.58,	1.94,	33
0.00,	-2,	0.20,	0.00,	16.71,	0.00,	0,	24.75,	2.28,	34
0.00,	-2,	-1.20,	0.00,	16.86,	0.00,	0,	24.88,	2.30,	34
0.00,	-4,	-1.40,	0.00,	13.63,	0.00,	0,	24.16,	1.86,	34
0.00,	-1,	-0.80,	0.00,	16.23,	0.00,	0,	24.88,	2.21,	34
0.00,	0,	-1.80,	0.00,	14.62,	0.00,	0,	24.39,	1.93,	35
0.00,	-10,	-3.40,	0.00,	18.31,	0.00,	0,	25.66,	2.42,	35
0.00,	6,	-1.80,	0.00,	12.81,	0.00,	0,	26.32,	1.74,	34
0.00,	-1,	-1.20,	0.00,	18.33,	0.00,	0,	26.32,	2.42,	35
0.00,	-1,	-1.20,	0.00,	16.23,	0.00,	0,	26.17,	2.21,	34
0.00,	0,	-1.20,	0.00,	14.10,	0.00,	0,	25.25,	1.92,	34
0.00,	-2,	0.40,	0.00,	15.88,	0.00,	0,	25.13,	2.16,	34
0.00,	-5,	-1.80,	0.00,	12.11,	0.00,	0,	26.32,	1.60,	35
0.00,	0,	-1.60,	0.00,	17.60,	0.00,	0,	27.03,	2.33,	35
0.00,	0,	-1.40,	0.00,	17.17,	0.00,	0,	25.38,	2.34,	34
0.00,	-2,	-1.80,	0.00,	17.80,	0.00,	0,	26.74,	2.35,	35
0.00,	1,	-1.20,	0.00,	18.14,	0.00,	0,	26.32,	2.40,	35
