
PID coefficient,Total Power,5 cycles mean power,Total Target Power,Motor Power,Stimul Current,Gear,Cadence,Motor Current,Duty Cycle

0.00,	-2,	-0.20,	0.00,	17.45,	0.00,	0,	25.91,	2.31,	35
0.00,	-2,	-0.60,	0.00,	16.25,	0.00,	0,	25.91,	2.09,	36
0.00,	-1,	-0.80,	0.00,	15.70,	0.00,	0,	25.77,	2.20,	33
0.00,	2,	0.00,	0.00,	16.49,	0.00,	0,	24.50,	2.25,	34
0.00,	-10,	-2.60,	0.00,	16.98,	0.00,	0,	25.37,	2.25,	35
0.00,	-1,	-2.40,	0.00,	16.42,	0.00,	0,	25.63,	2.24,	34
0.00,	-1,	-2.20,	0.00,	11.96,	0.00,	0,	25.56,	1.58,	35
0.00,	2,	-1.60,	0.00,	16.33,	0.00,	0,	24.39,	2.22,	34
0.00,	-7,	-3.40,	0.00,	17.27,	0.00,	0,	25.25,	2.35,	34
0.00,	-1,	-1.60,	0.00,	13.41,	0.00,	0,	23.93,	1.88,	33
0.00,	-3,	-2.00,	0.00,	17.46,	0.00,	0,	24.51,	2.38,	34
0.00,	-2,	-2.20,	0.00,	10.32,	0.00,	0,	24.63,	1.45,	33
0.00,	-1,	-2.80,	0.00,	14.21,	0.00,	0,	22.48,	2.06,	32
0.00,	-3,	-2.00,	0.00,	14.10,	0.00,	0,	25.13,	1.92,	34
0.00,	3,	-1.20,	0.00,	16.26,	0.00,	0,	24.27,	2.21,	34
0.00,	1,	-0.40,	0.00,	16.61,	0.00,	0,	25.13,	2.26,	34
0.00,	-4,	-0.80,	0.00,	11.15,	0.00,	0,	24.27,	1.52,	34
0.00,	2,	-0.20,	0.00,	18.23,	0.00,	0,	24.88,	2.41,	35
0.00,	-2,	0.00,	0.00,	16.48,	0.00,	0,	24.39,	2.24,	34
0.00,	-1,	-0.80,	0.00,	20.61,	0.00,	0,	24.04,	2.81,	34
0.00,	-5,	-2.00,	0.00,	16.83,	0.00,	0,	24.51,	2.29,	34
0.00,	-6,	-2.40,	0.00,	13.44,	0.00,	0,	24.04,	1.83,	34
0.00,	1,	-2.60,	0.00,	16.76,	0.00,	0,	24.39,	2.28,	34
0.00,	-4,	-3.00,	0.00,	15.14,	0.00,	0,	24.88,	2.00,	35
0.00,	2,	-2.40,	0.00,	16.94,	0.00,	0,	25.64,	2.31,	34
0.00,	0,	-1.40,	0.00,	15.57,	0.00,	0,	24.88,	2.18,	33
0.00,	-1,	-0.40,	0.00,	13.59,	0.00,	0,	23.92,	1.91,	33
0.00,	2,	-0.20,	0.00,	14.38,	0.00,	0,	22.73,	2.15,	31
0.00,	-6,	-0.60,	0.00,	16.12,	0.00,	0,	22.64,	2.33,	32
0.00,	0,	-1.00,	0.00,	13.17,	0.00,	0,	24.27,	1.85,	33
0.00,	0,	-1.00,	0.00,	16.55,	0.00,	0,	23.81,	2.32,	33
0.00,	4,	0.00,	0.00,	13.49,	0.00,	0,	23.92,	1.89,	33
0.00,	-5,	-1.40,	0.00,	17.05,	0.00,	0,	25.00,	2.32,	34
0.00,	1,	0.00,	0.00,	17.78,	0.00,	0,	26.32,	2.35,	35
0.00,	3,	0.60,	0.00,	15.35,	0.00,	0,	25.51,	2.09,	34
0.00,	-6,	-0.60,	0.00,	16.73,	0.00,	0,	25.13,	2.28,	34
0.00,	-1,	-1.60,	0.00,	10.49,	0.00,	0,	25.00,	1.43,	34
0.00,	0,	-0.60,	0.00,	17.23,	0.00,	0,	25.38,	2.35,	34
