
PID coefficient,Total Power,5 cycles mean power,Total Target Power,Motor Power,Stimul Current,Gear,Cadence,Motor Current,Duty Cycle

0.00,	0,	-2.80,	0.00,	14.28,	0.00,	0,	25.91,	2.00,	33
0.00,	-6,	-3.40,	0.00,	14.88,	0.00,	0,	25.64,	2.09,	33
0.00,	-5,	-3.80,	0.00,	15.40,	0.00,	0,	25.51,	2.16,	33
0.00,	-1,	-3.40,	0.00,	15.68,	0.00,	0,	24.36,	2.20,	33
0.00,	-2,	-2.80,	0.00,	12.25,	0.00,	0,	24.87,	1.72,	33
0.00,	0,	-2.80,	0.00,	11.16,	0.00,	0,	25.58,	1.57,	33
0.00,	-7,	-3.00,	0.00,	14.88,	0.00,	0,	25.28,	2.09,	33
0.00,	0,	-2.00,	0.00,	12.82,	0.00,	0,	24.75,	1.80,	33
0.00,	-6,	-3.00,	0.00,	14.22,	0.00,	0,	23.48,	2.06,	32
0.00,	-8,	-4.20,	0.00,	13.13,	0.00,	0,	25.12,	1.84,	33
0.00,	-2,	-4.60,	0.00,	15.88,	0.00,	0,	25.60,	2.16,	34
0.00,	-4,	-4.00,	0.00,	14.36,	0.00,	0,	25.91,	2.01,	33
0.00,	-4,	-4.80,	0.00,	15.70,	0.00,	0,	25.13,	2.20,	33
0.00,	-5,	-4.60,	0.00,	15.80,	0.00,	0,	25.42,	2.15,	34
0.00,	-2,	-3.40,	0.00,	10.86,	0.00,	0,	26.74,	1.44,	35
0.00,	-2,	-3.40,	0.00,	14.22,	0.00,	0,	24.75,	2.06,	32
0.00,	-8,	-4.20,	0.00,	15.57,	0.00,	0,	25.64,	2.12,	34
0.00,	0,	-3.40,	0.00,	15.54,	0.00,	0,	26.04,	2.12,	34
0.00,	-5,	-3.40,	0.00,	14.84,	0.00,	0,	26.46,	2.08,	33
0.00,	-1,	-3.20,	0.00,	19.67,	0.00,	0,	25.51,	2.76,	33
0.00,	-3,	-3.40,	0.00,	14.53,	0.00,	0,	25.51,	2.04,	33
0.00,	-1,	-2.00,	0.00,	12.87,	0.00,	0,	24.04,	1.81,	33
0.00,	2,	-1.60,	0.00,	10.83,	0.00,	0,	24.63,	1.52,	33
0.00,	-8,	-2.20,	0.00,	16.14,	0.00,	0,	25.37,	2.20,	34
0.00,	1,	-1.80,	0.00,	9.03,	0.00,	0,	25.51,	1.23,	34
0.00,	-6,	-2.40,	0.00,	15.00,	0.00,	0,	25.77,	2.04,	34
0.00,	-2,	-2.60,	0.00,	15.36,	0.00,	0,	26.45,	2.09,	34
0.00,	-1,	-3.20,	0.00,	15.08,	0.00,	0,	27.03,	2.05,	34
0.00,	-8,	-3.20,	0.00,	9.65,	0.00,	0,	25.04,	1.31,	34
0.00,	2,	-3.00,	0.00,	14.48,	0.00,	0,	25.00,	2.03,	33
0.00,	-4,	-2.60,	0.00,	15.28,	0.00,	0,	25.00,	2.14,	33
0.00,	-1,	-2.40,	0.00,	14.54,	0.00,	0,	25.49,	2.04,	33
0.00,	-2,	-2.60,	0.00,	16.89,	0.00,	0,	25.77,	2.23,	35
0.00,	-2,	-1.40,	0.00,	9.78,	0.00,	0,	25.51,	1.33,	34
0.00,	0,	-1.80,	0.00,	15.16,	0.00,	0,	26.18,	2.06,	34
0.00,	-3,	-1.60,	0.00,	13.56,	0.00,	0,	26.46,	1.79,	35
0.00,	0,	-1.40,	0.00,	15.74,	0.00,	0,	28.41,	2.08,	35
0.00,	-5,	-2.00,	0.00,	16.31,	0.00,	0,	25.51,	2.16,	35
0.00,	-1,	-1.80,	0.00,	13.09,	0.00,	0,	27.47,	1.73,	35
0.00,	-4,	-2.60,	0.00,	14.98,	0.00,	0,	25.37,	2.10,	33
0.00,	-5,	-3.00,	0.00,	15.45,	0.00,	0,	25.25,	2.10,	34
0.00,	0,	-3.00,	0.00,	12.27,	0.00,	0,	24.63,	1.72,	33
0.00,	-2,	-2.40,	0.00,	14.89,	0.00,	0,	26.04,	2.03,	34
0.00,	-10,	-4.20,	0.00,	12.50,	0.00,	0,	25.19,	1.75,	33
0.00,	-3,	-4.00,	0.00,	15.03,	0.00,	0,	26.04,	2.05,	34
0.00,	-3,	-3.60,	0.00,	15.51,	0.00,	0,	25.38,	2.11,	34
0.00,	-8,	-5.20,	0.00,	13.47,	0.00,	0,	24.34,	1.89,	33
0.00,	-1,	-5.00,	0.00,	13.73,	0.00,	0,	24.06,	1.93,	33
0.00,	-1,	-3.20,	0.00,	15.39,	0.00,	0,	25.51,	2.10,	34
0.00,	-5,	-3.60,	0.00,	13.03,	0.00,	0,	24.27,	1.83,	33
0.00,	-2,	-3.40,	0.00,	11.78,	0.00,	0,	24.75,	1.65,	33
0.00,	-2,	-2.20,	0.00,	14.47,	0.00,	0,	25.25,	2.03,	33
0.00,	-5,	-3.00,	0.00,	14.13,	0.00,	0,	24.63,	1.98,	33
0.00,	-3,	-3.40,	0.00,	21.48,	0.00,	0,	24.27,	3.11,	32
0.00,	-4,	-3.20,	0.00,	13.92,	0.00,	0,	23.92,	2.01,	32
0.00,	-2,	-3.20,	0.00,	12.68,	0.00,	0,	23.70,	1.83,	32
0.00,	-4,	-3.60,	0.00,	14.02,	0.00,	0,	23.26,	2.03,	32
0.00,	-2,	-3.00,	0.00,	13.84,	0.00,	0,	23.15,	2.00,	32
0.00,	-1,	-2.60,	0.00,	12.43,	0.00,	0,	23.81,	1.74,	33
0.00,	-3,	-2.40,	0.00,	13.02,	0.00,	0,	23.84,	1.88,	32
0.00,	-3,	-2.60,	0.00,	14.00,	0.00,	0,	25.02,	1.96,	33
0.00,	0,	-1.80,	0.00,	12.46,	0.00,	0,	24.15,	1.75,	33
0.00,	-3,	-2.00,	0.00,	14.33,	0.00,	0,	25.13,	2.01,	33
0.00,	-5,	-2.80,	0.00,	12.19,	0.00,	0,	24.63,	1.71,	33
0.00,	-3,	-2.80,	0.00,	15.86,	0.00,	0,	25.38,	2.16,	34
0.00,	-1,	-2.40,	0.00,	14.85,	0.00,	0,	25.51,	2.02,	34
0.00,	-4,	-3.20,	0.00,	15.36,	0.00,	0,	25.51,	2.09,	34
0.00,	-2,	-3.00,	0.00,	14.89,	0.00,	0,	25.91,	2.03,	34
0.00,	-3,	-2.60,	0.00,	10.82,	0.00,	0,	24.63,	1.52,	33
0.00,	-2,	-2.40,	0.00,	14.00,	0.00,	0,	24.88,	1.96,	33
0.00,	-3,	-2.80,	0.00,	12.07,	0.00,	0,	24.75,	1.69,	33
0.00,	-4,	-2.80,	0.00,	11.84,	0.00,	0,	25.51,	1.61,	34
0.00,	-2,	-2.80,	0.00,	15.06,	0.00,	0,	25.62,	2.05,	34
0.00,	-5,	-3.20,	0.00,	15.97,	0.00,	0,	25.77,	2.17,	34
