
Left power from force,Vector size

-4.9861,	72
-3.9178,	73
-3.5921,	76
-5.4638,	69
-3.5263,	76
-5.4493,	69
-2.6386,	83
-3.3816,	76
-4.4058,	69
-4.5395,	76
-3.8675,	83
-4.1184,	76
-4.1579,	76
-4.0395,	76
-2.4605,	76
-3.8684,	76
-4.8551,	69
-4.6447,	76
-4.5526,	76
-4.1184,	76
-5.2754,	69
-2.8684,	76
-5.8261,	69
-2.5132,	76
-5.5217,	69
-4.5362,	69
-2.1447,	76
-3.8553,	76
-4.1316,	76
-5.8841,	69
-3.4868,	76
-3.2632,	76
-4.7237,	76
-4.3043,	69
-2.8554,	83
-5.9855,	69
-2.6447,	76
-4.3158,	76
-2.7632,	76
-4.6667,	69
-3.0132,	76
-4.5000,	76
-8.1722,	151
-1.3529,	85
-4.2368,	76
-2.7632,	76
-4.4783,	69
-3.2500,	76
-2.5541,	74
-6.0000,	71
-2.7105,	76
-3.3614,	83
-5.5362,	69
-3.8261,	69
-4.8919,	74
-3.9577,	71
-3.5263,	76
-4.5652,	69
-2.6184,	76
-5.5507,	69
-5.2029,	69
-4.4605,	76
-4.6711,	76
-4.1053,	76
-4.4868,	76
-3.8158,	76
-2.5663,	83
-4.0263,	76
-5.4348,	69
