
Left Force,Left Angle,Left Encoder Angle,Pacchetto,Time

-42.8,	182,	129,	86,	24.115
-42.8,	182,	129,	86,	24.115
-43.4,	183,	129,	86,	24.12
-43.8,	184,	129,	86,	24.125
-44.5,	184,	129,	86,	24.1299
-44.8,	185,	129,	86,	24.1349
-46,	186,	129,	86,	24.1399
-68.2,	218,	161,	87,	24.3537
-68.2,	218,	161,	87,	24.3537
-68.3,	219,	161,	87,	24.3587
-68.3,	220,	161,	87,	24.3637
-68.3,	221,	161,	87,	24.3686
-68.2,	221,	161,	87,	24.3736
-67.7,	222,	161,	87,	24.3786
-45.3,	252,	193,	88,	24.5626
-45.3,	252,	193,	88,	24.5626
-44.8,	253,	193,	88,	24.5676
-45.4,	253,	193,	88,	24.5725
-45.7,	254,	193,	88,	24.5775
-45,	255,	193,	88,	24.5825
-44.4,	256,	193,	88,	24.5875
-37.4,	286,	224,	89,	24.7715
-37.4,	286,	224,	89,	24.7715
-37.7,	287,	224,	89,	24.7765
-37.1,	288,	224,	89,	24.7814
-37,	289,	224,	89,	24.7864
-36.3,	290,	224,	89,	24.7914
-34.9,	290,	224,	89,	24.7964
-12.8,	316,	269,	90,	24.9505
-12.8,	316,	269,	90,	24.9505
-13.6,	316,	269,	90,	24.9555
-13.7,	317,	269,	90,	24.9605
-14.1,	318,	269,	90,	24.9655
-13.6,	319,	269,	90,	24.9704
-12.5,	319,	271,	90,	24.9754
15.1,	350,	306,	91,	25.219
15.1,	350,	306,	91,	25.219
14.6,	351,	306,	91,	25.224
14.6,	351,	306,	91,	25.229
14.5,	352,	306,	91,	25.2339
15.8,	353,	306,	91,	25.2389
16.5,	353,	306,	91,	25.2439
27.6,	19,	334,	92,	25.4576
27.6,	19,	334,	92,	25.4576
27.7,	19,	334,	92,	25.4626
27.7,	20,	334,	92,	25.4676
27.8,	21,	334,	92,	25.4726
28,	21,	334,	92,	25.4775
29.2,	22,	334,	92,	25.4825
36,	49,	3,	93,	25.6664
36,	49,	3,	93,	25.6664
35,	50,	3,	93,	25.6714
36.4,	50,	3,	93,	25.6763
37.3,	51,	3,	93,	25.6813
38,	52,	3,	93,	25.6862
39.8,	53,	3,	93,	25.6913
37.7,	80,	42,	94,	25.8751
37.7,	80,	42,	94,	25.8751
37.5,	81,	42,	94,	25.8801
37.3,	82,	42,	94,	25.8851
36.7,	83,	42,	94,	25.89
35.7,	83,	42,	94,	25.895
35.7,	84,	42,	94,	25.9
24.5,	108,	81,	95,	26.0541
24.5,	108,	81,	95,	26.0541
23.3,	108,	81,	95,	26.0591
22.8,	109,	81,	95,	26.064
22.3,	110,	81,	95,	26.069
22.7,	111,	81,	95,	26.074
24,	112,	81,	95,	26.0789
11.7,	155,	110,	96,	26.3225
11.7,	155,	110,	96,	26.3225
11.2,	156,	110,	96,	26.3274
8.8,	157,	110,	96,	26.3324
7.8,	158,	110,	96,	26.3374
7,	158,	110,	96,	26.3423
6,	159,	110,	96,	26.3473
-50,	199,	140,	97,	26.6206
-50,	199,	140,	97,	26.6206
-51.2,	200,	140,	97,	26.6256
-51.3,	201,	140,	97,	26.6306
-51.4,	201,	140,	97,	26.6355
-51.2,	202,	140,	97,	26.6405
-49.6,	203,	140,	97,	26.6455
-55.4,	238,	171,	98,	26.8592
-55.4,	238,	171,	98,	26.8592
-54.2,	239,	171,	98,	26.8642
-54.2,	240,	171,	98,	26.8691
-54.2,	240,	171,	98,	26.8741
-53.8,	241,	171,	98,	26.8791
-53.1,	242,	171,	98,	26.8841
-37.5,	284,	209,	99,	27.1276
-37.5,	284,	209,	99,	27.1276
-37,	285,	209,	99,	27.1325
-35,	286,	209,	99,	27.1375
-31.7,	287,	209,	99,	27.1425
-31.6,	287,	209,	99,	27.1474
-30.5,	288,	209,	99,	27.1524
-9.5,	324,	256,	100,	27.3661
-9.5,	324,	256,	100,	27.3661
-9.3,	324,	256,	100,	27.3711
-9.3,	325,	256,	100,	27.3761
-9.3,	326,	256,	100,	27.381
-8.6,	327,	256,	100,	27.386
-8.1,	328,	256,	100,	27.391
11.4,	355,	286,	101,	27.575
11.4,	355,	286,	101,	27.575
11.9,	356,	286,	101,	27.58
12.4,	356,	286,	101,	27.5849
13.3,	357,	286,	101,	27.5899
13.6,	358,	286,	101,	27.5948
14.1,	358,	286,	101,	27.5998
33.3,	21,	315,	102,	27.754
33.3,	21,	315,	102,	27.754
33.6,	21,	315,	102,	27.7589
33.7,	22,	315,	102,	27.7639
34,	23,	315,	102,	27.7689
34,	24,	315,	102,	27.7739
34.2,	24,	315,	102,	27.7788
45.8,	53,	351,	103,	27.9631
45.8,	53,	351,	103,	27.9631
46,	54,	351,	103,	27.9681
45.3,	55,	351,	103,	27.9732
44.4,	55,	351,	103,	27.9781
44,	56,	351,	103,	27.9832
43.9,	57,	351,	103,	27.9882
36.9,	91,	30,	104,	28.2015
36.9,	91,	30,	104,	28.2015
34.3,	92,	30,	104,	28.2065
33.1,	93,	30,	104,	28.2114
32,	94,	30,	104,	28.2164
31.5,	94,	30,	104,	28.2213
31.2,	95,	30,	104,	28.2263
7.2,	139,	61,	105,	28.4996
7.2,	139,	61,	105,	28.4996
4.8,	140,	61,	105,	28.5046
3.2,	140,	61,	105,	28.5096
2.7,	141,	61,	105,	28.5146
2.6,	142,	61,	105,	28.5195
2.4,	143,	61,	105,	28.5246
-28.5,	171,	91,	106,	28.7088
-28.5,	171,	91,	106,	28.7088
-29.9,	172,	91,	106,	28.7138
-30.5,	173,	91,	106,	28.7188
-31.5,	173,	91,	106,	28.7238
-32.6,	174,	91,	106,	28.7289
-33.5,	175,	91,	106,	28.7339
-62.9,	203,	119,	107,	28.9172
-62.9,	203,	119,	107,	28.9172
-62.9,	204,	119,	107,	28.9222
-62.8,	205,	119,	107,	28.9272
-62.5,	206,	119,	107,	28.9321
-62,	207,	119,	107,	28.9371
-61.9,	207,	119,	107,	28.942
-57.6,	237,	164,	108,	29.1259
-57.6,	237,	164,	108,	29.1259
-57.8,	238,	164,	108,	29.1309
-57.4,	239,	164,	108,	29.1359
-57.3,	239,	164,	108,	29.1409
-56.8,	240,	164,	108,	29.1458
-56,	241,	164,	108,	29.1508
-41.6,	276,	203,	109,	29.3645
-41.6,	276,	203,	109,	29.3645
-41.2,	276,	203,	109,	29.3695
-39.4,	277,	203,	109,	29.3747
-38.5,	278,	203,	109,	29.3795
-38.5,	279,	203,	109,	29.3845
-37.8,	280,	203,	109,	29.3895
-14.7,	313,	234,	110,	29.6031
-14.7,	313,	234,	110,	29.6031
-14.2,	314,	234,	110,	29.6081
-13.5,	315,	234,	110,	29.6131
-13.4,	316,	234,	110,	29.6181
-13.2,	316,	234,	110,	29.623
-12.4,	317,	234,	110,	29.628
8,	347,	265,	111,	29.8119
8,	347,	265,	111,	29.8119
8.2,	347,	265,	111,	29.8169
8.8,	348,	265,	111,	29.8219
9.4,	349,	265,	111,	29.8268
10.6,	350,	265,	111,	29.8318
10.8,	351,	265,	111,	29.8368
38.3,	20,	301,	112,	30.0207
38.3,	20,	301,	112,	30.0207
38.4,	20,	301,	112,	30.0257
38.4,	21,	301,	112,	30.0306
38.5,	22,	301,	112,	30.0356
38.6,	23,	301,	112,	30.0406
38.4,	23,	301,	112,	30.0456
41.4,	47,	337,	113,	30.2003
41.4,	47,	337,	113,	30.2003
41,	48,	337,	113,	30.2054
40.9,	49,	337,	113,	30.2103
41.8,	49,	337,	113,	30.2153
41.6,	50,	337,	113,	30.2203
41.7,	51,	337,	113,	30.2255
38.8,	96,	13,	114,	30.5277
38.8,	96,	13,	114,	30.5277
38.2,	97,	13,	114,	30.5327
37.6,	97,	13,	114,	30.5376
35.4,	98,	13,	114,	30.5426
34.9,	99,	13,	114,	30.5476
33.2,	100,	13,	114,	30.5526
13,	132,	53,	115,	30.7663
13,	132,	53,	115,	30.7663
13.4,	133,	53,	115,	30.7713
13.4,	134,	53,	115,	30.7762
14,	134,	53,	115,	30.7812
