
Left power from force,Vector size

-1.4521,	73
-0.9211,	76
-2.2763,	76
-0.9868,	76
-0.8816,	76
-0.6250,	72
-0.9863,	73
-0.3684,	76
-1.5797,	69
-2.2895,	76
-1.6522,	69
-0.7468,	79
-0.6500,	80
-1.4493,	69
-0.0132,	76
-3.9211,	76
-1.8696,	69
-0.5797,	69
-1.4474,	76
-0.3158,	76
-0.7368,	76
-0.9211,	76
-0.5616,	73
-0.9722,	72
-0.1884,	69
-0.4321,	81
-1.2133,	75
-1.1250,	72
-1.2368,	76
0.1711,	76
-1.7101,	69
-0.3289,	76
-1.1711,	76
-0.1711,	76
0.1884,	69
-1.1842,	76
-0.1447,	76
-2.9420,	69
-1.1579,	76
-1.5783,	83
-1.0580,	69
-0.3421,	76
-1.1711,	76
-0.1974,	76
-0.2319,	69
-0.5000,	76
-1.3684,	76
-0.8026,	76
-0.9367,	79
-1.4110,	73
0.0921,	76
-0.6164,	73
-1.5278,	72
-0.2763,	76
-0.9605,	76
-0.8261,	69
-1.0395,	76
-0.1159,	69
-1.0921,	76
-1.1781,	73
-0.1111,	72
-1.2113,	71
-0.0135,	74
-1.2500,	76
-0.0921,	76
-1.1184,	76
-1.0921,	76
0.0921,	76
-1.3947,	76
-0.1579,	76
-1.3590,	78
-1.1351,	74
-0.7763,	76
-1.1711,	76
0.1711,	76
