
PID coefficient,Total Power,5 cycles mean power,Left power,Right power,Error,Total Target Power,Motor Power,Stimul Current,Gear,Cadence,Motor Current,Duty Cycle

0.00,	-1,	-1.80,	-2.00,	1.00,	-4.87,	0.00,	30.21,	0.00,	0,	25.77,	4.00,	35
0.00,	-4,	-2.20,	-3.00,	0.00,	-3.93,	0.00,	20.88,	0.00,	0,	24.65,	2.76,	35
0.00,	-4,	-2.00,	-2.00,	0.00,	-2.18,	0.00,	31.54,	0.00,	0,	25.38,	4.17,	35
0.00,	-3,	-2.20,	-3.00,	0.00,	-6.23,	0.00,	27.19,	0.00,	0,	26.32,	3.60,	35
0.00,	0,	-2.40,	-3.00,	0.00,	-7.00,	0.00,	27.71,	0.00,	0,	25.68,	3.89,	33
0.00,	-3,	-2.80,	-3.00,	0.00,	-5.91,	0.00,	28.71,	0.00,	0,	24.51,	4.03,	33
0.00,	0,	-2.00,	-3.00,	1.00,	-6.12,	0.00,	31.17,	0.00,	0,	24.63,	4.24,	34
0.00,	-7,	-2.60,	-3.00,	1.00,	-0.67,	0.00,	31.39,	0.00,	0,	24.80,	4.27,	34
0.00,	-4,	-2.80,	-3.00,	0.00,	-2.79,	0.00,	25.63,	0.00,	0,	24.88,	3.49,	34
0.00,	-4,	-3.60,	-3.00,	0.00,	-2.13,	0.00,	30.17,	0.00,	0,	25.91,	4.11,	34
0.00,	-3,	-3.60,	-3.00,	0.00,	-4.31,	0.00,	28.08,	0.00,	0,	25.25,	3.94,	33
0.00,	-3,	-4.20,	-3.00,	0.00,	-4.75,	0.00,	30.58,	0.00,	0,	25.77,	4.16,	34
0.00,	-2,	-3.20,	-3.00,	0.00,	-4.85,	0.00,	29.13,	0.00,	0,	25.25,	3.97,	34
0.00,	-2,	-2.80,	-3.00,	0.00,	-6.08,	0.00,	24.47,	0.00,	0,	24.88,	3.33,	34
0.00,	-2,	-2.40,	-3.00,	0.00,	-2.62,	0.00,	32.15,	0.00,	0,	24.63,	4.38,	34
0.00,	-3,	-2.40,	-3.00,	0.00,	-5.88,	0.00,	31.29,	0.00,	0,	25.91,	4.26,	34
0.00,	-3,	-2.40,	-3.00,	0.00,	-3.76,	0.00,	18.52,	0.00,	0,	25.51,	2.60,	33
0.00,	-4,	-2.80,	-3.00,	0.00,	-5.69,	0.00,	29.54,	0.00,	0,	25.33,	4.14,	33
0.00,	-3,	-3.00,	-3.00,	0.00,	-6.34,	0.00,	28.95,	0.00,	0,	25.51,	4.06,	33
0.00,	-1,	-2.80,	-3.00,	0.00,	-3.68,	0.00,	29.25,	0.00,	0,	23.92,	4.10,	33
0.00,	0,	-2.20,	-3.00,	0.00,	-4.56,	0.00,	29.81,	0.00,	0,	25.49,	4.18,	33
0.00,	-2,	-2.00,	-3.00,	0.00,	-3.82,	0.00,	24.48,	0.00,	0,	25.91,	3.43,	33
