
Left power from force,Vector size

-3.3139,	497
-5.4389,	458
-2.5027,	553
-2.6525,	564
-3.6446,	560
-3.1682,	547
-2.2072,	531
-2.9555,	562
-0.8033,	483
-4.5407,	479
-0.3877,	472
-3.9487,	546
-2.7080,	565
-2.8785,	568
-2.6822,	579
-2.4370,	540
-4.3258,	488
-0.0237,	465
-2.4278,	554
-3.1611,	565
-3.2218,	568
-2.7706,	558
-2.5072,	554
-1.7117,	503
-2.9938,	481
-4.6815,	496
-1.6977,	440
-4.2847,	548
-3.3864,	559
-3.5205,	561
-2.5550,	555
-4.0602,	548
-4.0840,	476
0.2981,	463
-3.8406,	527
-2.5128,	546
-3.2301,	565
-3.3657,	536
-4.7080,	435
-5.3111,	450
-5.9899,	397
-3.8429,	522
-3.6769,	554
-2.5712,	534
-3.1608,	541
-3.3710,	558
-2.1745,	550
-1.8916,	443
-4.2417,	542
-3.4564,	550
0.2527,	463
-5.0537,	521
-3.7374,	457
-3.0975,	523
-3.6230,	549
-1.5137,	512
-4.7763,	532
-2.5736,	537
-2.7318,	522
-3.6526,	544
-4.3261,	555
-4.0596,	470
-3.4046,	571
-3.0970,	567
-3.2925,	571
-3.9718,	567
-3.2579,	570
-4.9963,	542
-0.8634,	454
-6.0772,	518
-4.5873,	424
-3.7184,	561
-2.8533,	552
-2.8989,	554
-2.6739,	552
-2.3622,	519
