
PID coefficient,Total Power,5 cycles mean power,Left power,Right power,Left error,Right error,Total Target Power,Motor Power,Stimul Current,Gear,Cadence,Motor Current,Duty Cycle

0.00,	-2,	-3.40,	-2.00,	-1.00,	3.21,	0.00,	0.00,	12.54,	0.00,	0,	25.00,	1.81,	32
0.00,	-3,	-3.20,	-1.00,	-1.00,	1.65,	0.00,	0.00,	14.07,	0.00,	0,	25.25,	1.97,	33
0.00,	-3,	-3.80,	-2.00,	-1.00,	0.90,	0.00,	0.00,	8.78,	0.00,	0,	25.25,	1.23,	33
0.00,	-6,	-3.60,	-2.00,	-1.00,	2.21,	0.00,	0.00,	14.59,	0.00,	0,	26.46,	1.99,	34
0.00,	-1,	-3.00,	-2.00,	-1.00,	-1.35,	0.00,	0.00,	7.77,	0.00,	0,	27.59,	1.06,	34
0.00,	-4,	-3.40,	-2.00,	-1.00,	0.25,	0.00,	0.00,	13.91,	0.00,	0,	25.13,	1.95,	33
0.00,	-5,	-3.80,	-2.00,	-1.00,	1.15,	0.00,	0.00,	15.20,	0.00,	0,	24.15,	2.13,	33
0.00,	-4,	-4.00,	-2.00,	-1.00,	1.58,	0.00,	0.00,	16.26,	0.00,	0,	25.91,	2.21,	34
0.00,	-5,	-3.80,	-2.00,	-1.00,	-0.33,	0.00,	0.00,	15.33,	0.00,	0,	26.18,	2.09,	34
0.00,	-2,	-4.00,	-2.00,	-1.00,	2.02,	0.00,	0.00,	14.77,	0.00,	0,	24.51,	2.07,	33
0.00,	-5,	-4.20,	-2.00,	-1.00,	-1.59,	0.00,	0.00,	15.38,	0.00,	0,	24.63,	2.09,	34
0.00,	-4,	-4.00,	-2.00,	-1.00,	1.66,	0.00,	0.00,	15.67,	0.00,	0,	24.39,	2.20,	33
0.00,	-6,	-4.40,	-2.00,	-1.00,	2.71,	0.00,	0.00,	12.88,	0.00,	0,	25.64,	1.75,	34
0.00,	-2,	-3.80,	-2.00,	-1.00,	1.35,	0.00,	0.00,	12.82,	0.00,	0,	24.63,	1.80,	33
0.00,	-2,	-3.80,	-2.00,	0.00,	5.96,	0.00,	0.00,	15.35,	0.00,	0,	24.15,	2.09,	34
0.00,	-5,	-3.80,	-2.00,	0.00,	0.87,	0.00,	0.00,	11.97,	0.00,	0,	24.80,	1.73,	32
0.00,	-2,	-3.40,	-3.00,	0.00,	4.53,	0.00,	0.00,	10.93,	0.00,	0,	25.51,	1.49,	34
0.00,	-6,	-3.40,	-2.00,	0.00,	-0.91,	0.00,	0.00,	14.72,	0.00,	0,	24.88,	2.00,	34
0.00,	-7,	-4.40,	-3.00,	-1.00,	0.64,	0.00,	0.00,	14.75,	0.00,	0,	24.27,	2.01,	34
0.00,	-4,	-4.80,	-3.00,	-1.00,	3.73,	0.00,	0.00,	18.82,	0.00,	0,	24.88,	2.64,	33
0.00,	-1,	-4.00,	-2.00,	-1.00,	-2.49,	0.00,	0.00,	13.64,	0.00,	0,	25.00,	1.91,	33
0.00,	-4,	-4.40,	-2.00,	-1.00,	2.76,	0.00,	0.00,	9.51,	0.00,	0,	24.28,	1.33,	33
0.00,	-5,	-4.20,	-2.00,	-1.00,	-0.50,	0.00,	0.00,	13.97,	0.00,	0,	24.23,	1.96,	33
0.00,	-1,	-3.00,	-2.00,	-1.00,	4.89,	0.00,	0.00,	10.83,	0.00,	0,	24.93,	1.52,	33
0.00,	-5,	-3.20,	-2.00,	-1.00,	1.63,	0.00,	0.00,	14.68,	0.00,	0,	25.00,	2.06,	33
0.00,	-4,	-3.80,	-3.00,	0.00,	5.26,	0.00,	0.00,	14.26,	0.00,	0,	25.00,	2.00,	33
0.00,	-4,	-3.80,	-3.00,	0.00,	5.63,	0.00,	0.00,	11.92,	0.00,	0,	24.39,	1.67,	33
0.00,	-6,	-4.00,	-4.00,	0.00,	5.11,	0.00,	0.00,	15.20,	0.00,	0,	25.43,	2.07,	34
0.00,	-2,	-4.20,	-4.00,	0.00,	4.87,	0.00,	0.00,	15.48,	0.00,	0,	25.91,	2.11,	34
0.00,	-3,	-3.80,	-4.00,	0.00,	3.58,	0.00,	0.00,	12.00,	0.00,	0,	24.63,	1.68,	33
0.00,	-2,	-3.40,	-3.00,	0.00,	2.88,	0.00,	0.00,	14.43,	0.00,	0,	24.63,	2.02,	33
0.00,	-7,	-4.00,	-3.00,	0.00,	-1.45,	0.00,	0.00,	14.23,	0.00,	0,	27.62,	2.00,	33
0.00,	-3,	-3.40,	-2.00,	0.00,	3.70,	0.00,	0.00,	13.80,	0.00,	0,	23.36,	2.00,	32
0.00,	-1,	-3.20,	-2.00,	0.00,	3.05,	0.00,	0.00,	13.83,	0.00,	0,	24.75,	1.94,	33
0.00,	-3,	-3.20,	-2.00,	-1.00,	0.33,	0.00,	0.00,	14.16,	0.00,	0,	24.88,	1.99,	33
0.00,	-5,	-3.80,	-2.00,	-1.00,	3.35,	0.00,	0.00,	13.15,	0.00,	0,	25.91,	1.79,	34
0.00,	-5,	-3.40,	-2.00,	0.00,	1.62,	0.00,	0.00,	13.94,	0.00,	0,	26.32,	1.90,	34
0.00,	-1,	-3.00,	-2.00,	0.00,	-1.98,	0.00,	0.00,	13.15,	0.00,	0,	24.88,	1.79,	34
0.00,	-6,	-4.00,	-2.00,	0.00,	3.42,	0.00,	0.00,	14.26,	0.00,	0,	24.88,	2.00,	33
0.00,	-5,	-4.40,	-3.00,	0.00,	2.37,	0.00,	0.00,	15.42,	0.00,	0,	24.51,	2.10,	34
0.00,	-2,	-3.80,	-2.00,	0.00,	3.56,	0.00,	0.00,	11.60,	0.00,	0,	26.18,	1.58,	34
0.00,	-4,	-3.60,	-2.00,	0.00,	2.95,	0.00,	0.00,	16.81,	0.00,	0,	26.41,	2.22,	35
0.00,	-2,	-3.80,	-3.00,	0.00,	0.48,	0.00,	0.00,	15.63,	0.00,	0,	24.51,	2.13,	34
0.00,	-3,	-3.20,	-2.00,	0.00,	6.08,	0.00,	0.00,	17.21,	0.00,	0,	25.77,	2.28,	35
0.00,	-3,	-2.80,	-2.00,	0.00,	2.05,	0.00,	0.00,	15.77,	0.00,	0,	25.00,	2.15,	34
0.00,	-4,	-3.20,	-2.00,	0.00,	1.23,	0.00,	0.00,	10.90,	0.00,	0,	24.88,	1.48,	34
0.00,	-4,	-3.20,	-2.00,	0.00,	2.65,	0.00,	0.00,	16.74,	0.00,	0,	24.15,	2.28,	34
0.00,	-4,	-3.60,	-3.00,	0.00,	4.37,	0.00,	0.00,	16.22,	0.00,	0,	24.88,	2.28,	33
0.00,	-5,	-4.00,	-3.00,	0.00,	2.74,	0.00,	0.00,	10.75,	0.00,	0,	24.87,	1.51,	33
0.00,	-3,	-4.00,	-3.00,	0.00,	2.88,	0.00,	0.00,	14.01,	0.00,	0,	24.88,	1.97,	33
0.00,	-3,	-3.80,	-3.00,	0.00,	3.32,	0.00,	0.00,	14.98,	0.00,	0,	24.15,	2.10,	33
0.00,	-5,	-4.00,	-3.00,	0.00,	1.96,	0.00,	0.00,	14.56,	0.00,	0,	23.81,	2.04,	33
0.00,	-4,	-4.00,	-3.00,	0.00,	1.69,	0.00,	0.00,	10.12,	0.00,	0,	25.25,	1.42,	33
0.00,	-7,	-4.40,	-3.00,	-1.00,	2.22,	0.00,	0.00,	15.75,	0.00,	0,	25.46,	2.14,	34
0.00,	0,	-3.80,	-2.00,	-1.00,	0.83,	0.00,	0.00,	14.67,	0.00,	0,	25.73,	2.00,	34
0.00,	-5,	-4.20,	-3.00,	-1.00,	6.79,	0.00,	0.00,	13.06,	0.00,	0,	24.51,	1.78,	34
0.00,	-4,	-4.00,	-3.00,	0.00,	4.77,	0.00,	0.00,	14.90,	0.00,	0,	24.04,	2.09,	33
0.00,	-2,	-3.60,	-3.00,	0.00,	4.73,	0.00,	0.00,	16.38,	0.00,	0,	24.88,	2.23,	34
0.00,	-5,	-3.20,	-3.00,	0.00,	0.54,	0.00,	0.00,	14.94,	0.00,	0,	26.32,	2.03,	34
0.00,	-3,	-3.80,	-3.00,	0.00,	2.45,	0.00,	0.00,	12.66,	0.00,	0,	25.12,	1.72,	34
0.00,	-2,	-3.20,	-2.00,	0.00,	2.52,	0.00,	0.00,	14.98,	0.00,	0,	24.63,	2.04,	34
0.00,	-3,	-3.00,	-2.00,	0.00,	0.76,	0.00,	0.00,	13.30,	0.00,	0,	24.75,	1.87,	33
