
Left power from force,Vector size

-0.1172,	367
-0.7459,	547
-0.4094,	552
-0.3698,	549
-0.3719,	562
-1.9360,	469
0.2005,	439
-0.9796,	539
0.5225,	488
-3.0874,	538
-0.6739,	460
-1.8087,	554
-1.5898,	551
-1.7802,	546
-1.8392,	566
-0.5858,	478
-1.4573,	503
-2.1993,	542
-3.3064,	421
0.5601,	466
-1.4080,	527
-3.5286,	507
-0.6735,	533
-2.7808,	520
-2.6321,	530
-2.3473,	455
-1.7803,	487
-1.0781,	538
-3.0727,	509
-2.3074,	514
-0.5481,	509
-0.5233,	493
-1.9485,	466
-2.1593,	496
-2.3180,	522
-0.4267,	525
-2.3977,	513
-0.9198,	511
-0.6335,	483
-1.3056,	517
-2.0489,	511
-2.0238,	462
1.0390,	538
0.7766,	479
-2.4440,	500
-2.5684,	468
-3.2936,	487
-0.5891,	516
-1.5343,	496
-0.9759,	540
-4.7137,	489
-1.0210,	525
-2.4204,	559
-2.3073,	550
-2.2709,	561
-2.9129,	505
-2.0093,	536
-3.0305,	590
-2.1836,	561
-3.2463,	479
-1.2354,	514
-1.4151,	530
-1.1963,	545
-0.3070,	531
-1.6862,	564
-0.1065,	507
-3.1985,	529
-1.3604,	566
-1.7992,	523
-1.2675,	557
-2.1090,	569
-2.6857,	525
-1.6274,	585
0.3718,	476
-1.8393,	535
-2.4904,	469
