
Right Force,Right Angle,Right Encoder Angle,Pacchetto,Time

58.9,	40,	156,	86,	23.1465
58.9,	40,	156,	86,	23.1465
58.9,	40,	156,	86,	23.1515
58.9,	41,	156,	86,	23.1565
58.8,	42,	156,	86,	23.1616
58,	43,	156,	86,	23.1666
57.9,	43,	156,	86,	23.1716
52.4,	77,	185,	87,	23.3878
52.4,	77,	185,	87,	23.3878
52.2,	77,	185,	87,	23.3928
51.4,	78,	185,	87,	23.3978
51.1,	79,	185,	87,	23.403
50,	80,	185,	87,	23.4078
49.7,	80,	185,	87,	23.4129
31,	115,	216,	88,	23.629
31,	115,	216,	88,	23.629
30.9,	115,	216,	88,	23.634
30.1,	116,	216,	88,	23.6391
28.7,	117,	216,	88,	23.6441
26.3,	118,	216,	88,	23.6491
26,	118,	216,	88,	23.6541
-19.6,	146,	248,	89,	23.8401
-19.6,	146,	248,	89,	23.8401
-21.4,	147,	248,	89,	23.8452
-22.8,	148,	248,	89,	23.8502
-24.2,	148,	248,	89,	23.8552
-25.5,	149,	248,	89,	23.8603
-26,	150,	248,	89,	23.8653
-44.5,	175,	279,	90,	24.0513
-44.5,	175,	279,	90,	24.0513
-43.9,	176,	279,	90,	24.0563
-45,	176,	279,	90,	24.0613
-46,	177,	279,	90,	24.0664
-46.8,	178,	279,	90,	24.0714
-47.8,	178,	279,	90,	24.0764
-62.8,	199,	309,	91,	24.2323
-62.8,	199,	309,	91,	24.2323
-62.8,	200,	309,	91,	24.2373
-64.2,	200,	309,	91,	24.2424
-63.3,	201,	309,	91,	24.2474
-63,	202,	309,	91,	24.2525
-63,	202,	309,	91,	24.2574
-72.5,	230,	339,	92,	24.4434
-72.5,	230,	339,	92,	24.4434
-71.5,	231,	339,	92,	24.4485
-70.7,	231,	339,	92,	24.4535
-70.2,	232,	339,	92,	24.4585
-70.5,	233,	339,	92,	24.4635
-68.7,	234,	339,	92,	24.4686
-47,	268,	8,	93,	24.6549
-47,	268,	8,	93,	24.6549
-44.7,	269,	8,	93,	24.6599
-43.4,	270,	8,	93,	24.6649
-40.8,	270,	8,	93,	24.6699
-39.6,	271,	8,	93,	24.6749
-38.5,	272,	8,	93,	24.6799
-35,	293,	46,	94,	24.8355
-35,	293,	46,	94,	24.8355
-33.7,	294,	46,	94,	24.8405
-32.5,	295,	46,	94,	24.8456
-31,	296,	46,	94,	24.8506
-29.5,	296,	46,	94,	24.8556
-28.7,	297,	46,	94,	24.8606
5.4,	348,	102,	95,	25.1974
5.4,	348,	102,	95,	25.1974
6,	349,	102,	95,	25.2026
7,	350,	102,	95,	25.2075
7.6,	350,	102,	95,	25.2125
9.3,	351,	102,	95,	25.2175
10.1,	352,	102,	95,	25.2225
37.5,	24,	142,	96,	25.4386
37.5,	24,	142,	96,	25.4386
39.6,	25,	142,	96,	25.4436
38.9,	26,	142,	96,	25.4487
40.1,	27,	142,	96,	25.4537
40.4,	28,	142,	96,	25.4587
42.5,	28,	142,	96,	25.4637
66.5,	62,	180,	97,	25.6799
66.5,	62,	180,	97,	25.6799
66.6,	63,	180,	97,	25.6849
67.9,	64,	180,	97,	25.69
67.9,	64,	180,	97,	25.695
68.3,	65,	180,	97,	25.7
68.5,	66,	180,	97,	25.705
40.8,	97,	218,	98,	25.8911
40.8,	97,	218,	98,	25.8911
40.4,	97,	218,	98,	25.8961
39.1,	98,	218,	98,	25.9011
37.2,	99,	218,	98,	25.9061
35.3,	100,	218,	98,	25.9111
33.3,	101,	218,	98,	25.9161
7.9,	136,	257,	99,	26.1323
7.9,	136,	257,	99,	26.1323
7.3,	137,	257,	99,	26.1373
6.7,	138,	257,	99,	26.1424
5.9,	138,	257,	99,	26.1474
3,	139,	257,	99,	26.1526
2.5,	140,	257,	99,	26.1574
-30.8,	179,	295,	100,	26.4038
-30.8,	179,	295,	100,	26.4038
-31,	180,	295,	100,	26.4088
-31.7,	181,	295,	100,	26.4139
-32.2,	181,	295,	100,	26.4189
-33.3,	182,	295,	100,	26.4239
-34.5,	183,	295,	100,	26.429
-58.7,	207,	333,	101,	26.5848
-58.7,	207,	333,	101,	26.5848
-59.2,	208,	333,	101,	26.5898
-59.3,	208,	333,	101,	26.5949
-59.9,	209,	333,	101,	26.5999
-62.2,	210,	333,	101,	26.6049
-63.4,	211,	333,	101,	26.61
-71.1,	241,	25,	102,	26.7959
-71.1,	241,	25,	102,	26.7959
-72.8,	241,	25,	102,	26.801
-72.6,	242,	25,	102,	26.806
-71.9,	243,	25,	102,	26.811
-71.3,	244,	25,	102,	26.816
-70.5,	245,	25,	102,	26.821
-61,	271,	62,	103,	26.9772
-61,	271,	62,	103,	26.9772
-59.4,	272,	62,	103,	26.9821
-59.3,	273,	62,	103,	26.9872
-58.5,	274,	62,	103,	26.9922
-57.3,	274,	62,	103,	26.9972
-57,	275,	62,	103,	27.0022
-1.3,	312,	101,	104,	27.2483
-1.3,	312,	101,	104,	27.2483
-1.3,	313,	101,	104,	27.2534
-0.7,	314,	101,	104,	27.2584
-0.7,	315,	101,	104,	27.2634
-1.1,	315,	101,	104,	27.2684
-1.1,	316,	101,	104,	27.2734
8.3,	350,	141,	105,	27.4896
8.3,	350,	141,	105,	27.4896
9.8,	350,	141,	105,	27.4947
10,	351,	141,	105,	27.4997
10.7,	352,	141,	105,	27.5047
10.9,	353,	141,	105,	27.5097
11.6,	353,	141,	105,	27.5147
38.5,	22,	201,	106,	27.7008
38.5,	22,	201,	106,	27.7008
39.6,	22,	201,	106,	27.7058
41,	23,	201,	106,	27.7108
42,	24,	201,	106,	27.7159
43.3,	25,	201,	106,	27.7209
45.5,	26,	201,	106,	27.7259
59.2,	50,	239,	107,	27.8818
59.2,	50,	239,	107,	27.8818
60.4,	50,	239,	107,	27.8868
61.4,	51,	239,	107,	27.8918
63,	52,	239,	107,	27.8969
65.4,	53,	239,	107,	27.9019
66.7,	53,	239,	107,	27.9069
43.5,	93,	278,	108,	28.1535
43.5,	93,	278,	108,	28.1535
43.9,	93,	278,	108,	28.1583
43.5,	94,	278,	108,	28.1633
41.6,	95,	278,	108,	28.1683
40,	96,	278,	108,	28.1734
39.7,	97,	278,	108,	28.1784
15.4,	131,	316,	109,	28.3947
15.4,	131,	316,	109,	28.3947
16.3,	131,	316,	109,	28.3997
15.9,	132,	316,	109,	28.4048
15.4,	133,	316,	109,	28.4098
14.2,	134,	316,	109,	28.4148
13.4,	135,	316,	109,	28.4199
-12.7,	163,	353,	110,	28.6059
-12.7,	163,	353,	110,	28.6059
-12.8,	163,	353,	110,	28.6109
-13.1,	164,	353,	110,	28.616
-14.5,	165,	353,	110,	28.621
-16.4,	165,	353,	110,	28.626
-18.2,	166,	353,	110,	28.631
-44.8,	189,	30,	111,	28.7869
-44.8,	189,	30,	111,	28.7869
-44.9,	190,	30,	111,	28.792
-44.9,	191,	30,	111,	28.797
-45.5,	191,	30,	111,	28.802
-45.3,	192,	30,	111,	28.807
-44.9,	193,	30,	111,	28.8121
-63.2,	221,	68,	112,	28.9981
-63.2,	221,	68,	112,	28.9981
-63.3,	222,	68,	112,	29.0032
-64.3,	223,	68,	112,	29.0082
-64.2,	224,	68,	112,	29.0132
-65,	224,	68,	112,	29.0182
-66.6,	225,	68,	112,	29.0233
-61.4,	251,	108,	113,	29.1793
-61.4,	251,	108,	113,	29.1793
-59.5,	252,	108,	113,	29.1843
-56.7,	253,	108,	113,	29.1893
-56.5,	253,	108,	113,	29.1943
-56.3,	254,	108,	113,	29.1993
-56.6,	255,	108,	113,	29.2043
-41.8,	283,	153,	114,	29.3904
-41.8,	283,	153,	114,	29.3904
-40.2,	284,	153,	114,	29.3954
-39.4,	284,	153,	114,	29.4005
-38.6,	285,	153,	114,	29.4055
-37.2,	286,	153,	114,	29.4105
-36.6,	287,	153,	114,	29.4156
-12.4,	314,	197,	115,	29.6015
-12.4,	314,	197,	115,	29.6015
-11.2,	315,	197,	115,	29.6065
-10.5,	316,	197,	115,	29.6116
-9.9,	316,	197,	115,	29.6166
-9.5,	317,	197,	115,	29.6216
-8.6,	318,	197,	115,	29.6267
2.8,	341,	235,	116,	29.7825
2.8,	341,	235,	116,	29.7825
2.7,	342,	235,	116,	29.7875
2.8,	343,	235,	116,	29.7926
3,	344,	235,	116,	29.7976
4.1,	344,	235,	116,	29.8028
4.5,	345,	235,	116,	29.8076
31.1,	13,	272,	117,	29.9937
31.1,	13,	272,	117,	29.9937
