
PID coefficient,Total Power,5 cycles mean power,Total Target Power,Motor Power,Stimul Current,Gear,Cadence,Motor Current,Duty Cycle

0.00,	-3,	-2.40,	0.00,	16.54,	0.00,	0,	24.51,	2.25,	34
0.00,	-6,	-2.80,	0.00,	15.60,	0.00,	0,	25.13,	2.12,	34
0.00,	3,	-2.20,	0.00,	12.30,	0.00,	0,	24.03,	1.73,	33
0.00,	-5,	-3.00,	0.00,	17.17,	0.00,	0,	25.00,	2.34,	34
0.00,	-2,	-2.60,	0.00,	15.95,	0.00,	0,	25.64,	2.17,	34
0.00,	-2,	-2.40,	0.00,	17.80,	0.00,	0,	25.38,	2.35,	35
0.00,	-4,	-2.00,	0.00,	19.02,	0.00,	0,	24.51,	2.52,	35
0.00,	-2,	-3.00,	0.00,	15.47,	0.00,	0,	26.74,	2.05,	35
0.00,	-6,	-3.20,	0.00,	24.44,	0.00,	0,	23.93,	3.33,	34
0.00,	-1,	-3.00,	0.00,	17.05,	0.00,	0,	23.47,	2.32,	34
0.00,	0,	-2.60,	0.00,	14.85,	0.00,	0,	25.25,	1.96,	35
0.00,	-4,	-2.60,	0.00,	29.35,	0.00,	0,	26.42,	3.77,	36
0.00,	0,	-2.20,	0.00,	18.27,	0.00,	0,	26.42,	2.35,	36
0.00,	-5,	-2.00,	0.00,	18.44,	0.00,	0,	26.43,	2.37,	36
0.00,	-1,	-2.00,	0.00,	17.60,	0.00,	0,	24.39,	2.33,	35
0.00,	-3,	-2.60,	0.00,	18.99,	0.00,	0,	25.51,	2.44,	36
0.00,	-2,	-2.20,	0.00,	19.16,	0.00,	0,	26.63,	2.46,	36
0.00,	-1,	-2.40,	0.00,	17.66,	0.00,	0,	25.77,	2.34,	35
0.00,	-2,	-1.80,	0.00,	18.22,	0.00,	0,	26.18,	2.41,	35
0.00,	2,	-1.20,	0.00,	18.07,	0.00,	0,	25.64,	2.39,	35
0.00,	-5,	-1.60,	0.00,	11.57,	0.00,	0,	26.04,	1.53,	35
0.00,	-3,	-1.80,	0.00,	18.69,	0.00,	0,	25.13,	2.40,	36
0.00,	-2,	-2.00,	0.00,	19.63,	0.00,	0,	25.77,	2.52,	36
0.00,	-2,	-2.00,	0.00,	18.04,	0.00,	0,	24.89,	2.39,	35
0.00,	-1,	-2.60,	0.00,	18.61,	0.00,	0,	25.00,	2.46,	35
0.00,	-4,	-2.40,	0.00,	15.63,	0.00,	0,	25.64,	2.01,	36
0.00,	-1,	-2.00,	0.00,	18.16,	0.00,	0,	25.38,	2.40,	35
0.00,	-2,	-2.00,	0.00,	17.65,	0.00,	0,	24.61,	2.40,	34
0.00,	-3,	-2.20,	0.00,	17.43,	0.00,	0,	25.25,	2.37,	34
0.00,	-1,	-2.20,	0.00,	12.11,	0.00,	0,	26.04,	1.60,	35
0.00,	-3,	-2.00,	0.00,	18.70,	0.00,	0,	25.00,	2.47,	35
0.00,	1,	-1.60,	0.00,	18.55,	0.00,	0,	24.88,	2.45,	35
0.00,	-7,	-2.60,	0.00,	18.45,	0.00,	0,	24.27,	2.44,	35
0.00,	0,	-2.00,	0.00,	18.43,	0.00,	0,	25.47,	2.44,	35
0.00,	-1,	-2.00,	0.00,	12.43,	0.00,	0,	25.25,	1.64,	35
0.00,	-7,	-2.80,	0.00,	17.29,	0.00,	0,	24.27,	2.35,	34
0.00,	0,	-3.00,	0.00,	15.27,	0.00,	0,	24.61,	2.02,	35
0.00,	-3,	-2.20,	0.00,	17.73,	0.00,	0,	25.91,	2.41,	34
0.00,	1,	-2.00,	0.00,	16.24,	0.00,	0,	23.59,	2.28,	33
0.00,	0,	-1.80,	0.00,	12.38,	0.00,	0,	23.92,	1.69,	34
0.00,	1,	-0.20,	0.00,	16.52,	0.00,	0,	24.51,	2.25,	34
0.00,	-5,	-1.20,	0.00,	15.74,	0.00,	0,	24.39,	2.08,	35
0.00,	-3,	-1.20,	0.00,	18.01,	0.00,	0,	25.77,	2.38,	35
0.00,	1,	-1.20,	0.00,	18.40,	0.00,	0,	23.92,	2.43,	35
0.00,	-3,	-1.80,	0.00,	17.39,	0.00,	0,	25.25,	2.30,	35
0.00,	-2,	-2.40,	0.00,	17.83,	0.00,	0,	25.00,	2.36,	35
0.00,	-5,	-2.40,	0.00,	12.53,	0.00,	0,	25.64,	1.66,	35
0.00,	-3,	-2.40,	0.00,	17.23,	0.00,	0,	25.00,	2.35,	34
0.00,	-3,	-3.20,	0.00,	16.94,	0.00,	0,	26.18,	2.38,	33
0.00,	-3,	-3.20,	0.00,	17.36,	0.00,	0,	24.27,	2.36,	34
0.00,	-4,	-3.60,	0.00,	16.17,	0.00,	0,	23.81,	2.27,	33
0.00,	-1,	-2.80,	0.00,	14.86,	0.00,	0,	24.75,	2.02,	34
0.00,	1,	-2.00,	0.00,	16.51,	0.00,	0,	24.04,	2.32,	33
0.00,	-3,	-2.00,	0.00,	17.74,	0.00,	0,	25.00,	2.42,	34
0.00,	-2,	-1.80,	0.00,	24.43,	0.00,	0,	24.15,	3.43,	33
0.00,	1,	-0.80,	0.00,	18.24,	0.00,	0,	24.88,	2.48,	34
0.00,	-1,	-0.80,	0.00,	11.31,	0.00,	0,	24.88,	1.59,	33
0.00,	2,	-0.60,	0.00,	18.24,	0.00,	0,	23.48,	2.48,	34
0.00,	-2,	-0.40,	0.00,	18.19,	0.00,	0,	26.32,	2.41,	35
0.00,	4,	0.80,	0.00,	28.27,	0.00,	0,	24.34,	3.74,	35
0.00,	0,	0.60,	0.00,	16.61,	0.00,	0,	23.70,	2.26,	34
0.00,	-4,	0.00,	0.00,	10.21,	0.00,	0,	25.77,	1.39,	34
0.00,	-2,	-0.80,	0.00,	18.54,	0.00,	0,	26.32,	2.45,	35
0.00,	-1,	-0.60,	0.00,	19.32,	0.00,	0,	24.51,	2.48,	36
0.00,	-1,	-1.60,	0.00,	17.35,	0.00,	0,	26.74,	2.36,	34
0.00,	-1,	-1.80,	0.00,	17.55,	0.00,	0,	25.16,	2.32,	35
0.00,	-4,	-1.80,	0.00,	18.37,	0.00,	0,	26.60,	2.43,	35
