
Left power from force,Vector size

-3.2402,	562
1.0403,	471
-5.3710,	531
-3.9980,	489
-2.4035,	570
-4.1234,	559
-2.9228,	557
-2.1200,	550
-3.6602,	571
-2.3774,	575
0.2748,	484
-3.4780,	523
-1.2558,	516
-3.7273,	539
-1.5373,	536
-1.3085,	496
-3.3981,	427
-1.0576,	417
-2.3403,	479
0.6467,	450
-3.6240,	516
-3.3708,	507
-3.1327,	490
-2.8062,	516
-2.1578,	488
-3.4244,	542
-1.9465,	542
-2.6279,	551
-3.0245,	571
-2.0320,	563
-3.4946,	552
0.5661,	484
-5.7771,	471
0.0640,	516
-1.4620,	513
-7.7919,	495
-2.6284,	557
-3.4422,	545
-2.8232,	560
0.6386,	498
-0.6914,	486
-6.2894,	501
-5.1529,	510
-2.1073,	466
-3.7093,	516
-2.0547,	457
-2.4889,	542
-3.4203,	552
-2.1123,	570
-2.8259,	580
-5.6542,	535
-1.4642,	586
0.7240,	471
-2.6613,	561
-2.5817,	569
-0.0557,	521
-1.4643,	575
-3.7865,	576
-2.5606,	503
0.3013,	468
-2.6654,	520
-4.8458,	454
-3.3029,	558
-1.1740,	546
-2.5467,	428
-1.0504,	496
-3.2465,	499
-2.6865,	555
-2.0192,	574
-3.5515,	573
-0.6703,	552
-2.2759,	569
-2.3912,	565
-1.9240,	487
-2.5602,	507
-4.7882,	524
