
PID coefficient,Total Power,5 cycles mean power,Left power,Right power,Error,Total Target Power,Motor Power,Stimul Current,Gear,Cadence,Motor Current,Duty Cycle

0.00,	-2,	-2.80,	-3.00,	0.00,	-4.78,	0.00,	32.67,	0.00,	0,	26.58,	4.32,	35
0.00,	-4,	-2.60,	-3.00,	0.00,	-4.05,	0.00,	27.46,	0.00,	0,	24.27,	3.85,	33
0.00,	-6,	-3.40,	-3.00,	0.00,	-2.85,	0.00,	17.49,	0.00,	0,	24.15,	2.53,	32
0.00,	-3,	-3.60,	-3.00,	0.00,	-6.74,	0.00,	26.83,	0.00,	0,	24.27,	3.88,	32
0.00,	-2,	-3.40,	-3.00,	0.00,	-3.94,	0.00,	23.21,	0.00,	0,	24.62,	3.26,	33
0.00,	-2,	-3.40,	-3.00,	0.00,	-4.99,	0.00,	29.17,	0.00,	0,	25.25,	4.09,	33
0.00,	-3,	-3.20,	-3.00,	0.00,	-1.51,	0.00,	31.36,	0.00,	0,	25.17,	4.27,	34
0.00,	-4,	-2.80,	-3.00,	0.00,	-5.44,	0.00,	20.34,	0.00,	0,	25.13,	2.77,	34
0.00,	-5,	-3.20,	-3.00,	0.00,	-6.25,	0.00,	31.04,	0.00,	0,	24.75,	4.23,	34
0.00,	-3,	-3.40,	-3.00,	0.00,	-1.87,	0.00,	23.60,	0.00,	0,	26.04,	3.21,	34
0.00,	-3,	-3.60,	-3.00,	0.00,	-4.46,	0.00,	31.25,	0.00,	0,	26.18,	4.13,	35
0.00,	-4,	-3.80,	-4.00,	0.00,	-5.38,	0.00,	31.21,	0.00,	0,	26.46,	4.13,	35
0.00,	-1,	-3.20,	-3.00,	0.00,	-5.37,	0.00,	17.34,	0.00,	0,	25.77,	2.29,	35
0.00,	-5,	-3.20,	-3.00,	0.00,	-7.48,	0.00,	29.83,	0.00,	0,	25.33,	4.06,	34
0.00,	-4,	-3.40,	-4.00,	0.00,	-4.29,	0.00,	30.30,	0.00,	0,	24.51,	4.38,	32
