
Left power from force,Vector size

-3.9962,	520
-2.4620,	552
-0.5918,	485
-3.3134,	536
-1.1670,	557
-1.3192,	495
-3.4041,	537
-2.1043,	556
-2.9702,	571
2.3883,	497
-1.0751,	413
-1.1224,	433
-2.1550,	542
-0.2415,	414
-2.6253,	459
0.0317,	505
-0.3996,	548
-4.0638,	533
-3.3188,	552
-2.1511,	569
-3.5066,	527
-1.8770,	569
-3.3756,	583
-2.2464,	560
-2.6403,	556
-4.0951,	536
-2.6933,	538
-3.6425,	551
-2.5583,	557
-3.0473,	529
-2.6367,	545
-2.0616,	487
-6.0676,	503
-2.6198,	526
-4.0286,	524
-4.7935,	465
-2.8755,	530
-3.5846,	532
-4.0338,	532
-1.0428,	491
-1.6296,	494
-5.9917,	481
0.3179,	475
-1.9088,	559
-6.5599,	484
-3.2295,	549
-3.9375,	560
-3.3569,	552
-2.5393,	560
-3.6091,	550
-2.0245,	530
-3.5549,	546
-2.7645,	535
-4.8000,	500
-2.5539,	538
-1.1410,	539
-4.1673,	544
-1.7902,	553
-0.2089,	493
-3.7443,	524
-2.4303,	574
-0.8916,	526
-3.2588,	537
-2.9722,	539
-2.4630,	473
-2.9332,	554
-3.7330,	543
-1.1475,	495
-2.7711,	533
-1.6422,	545
-2.8804,	560
-2.6626,	572
-2.5264,	568
-4.1697,	495
-1.3073,	563
-2.1169,	522
