
Left power from force,Vector size

-2.0694,	72
-1.4848,	66
-0.9865,	74
-1.5634,	71
-2.0658,	76
-1.9420,	69
-1.1053,	76
-1.7895,	76
-1.2174,	69
-0.6081,	74
-2.4789,	71
-1.0000,	76
0.2500,	76
-1.2368,	76
-1.6711,	76
-1.3768,	69
-1.4737,	76
-1.8289,	76
-2.8116,	69
-0.8421,	76
-1.6842,	76
-1.9737,	76
-2.0145,	69
-0.3780,	82
-1.5325,	77
-2.7826,	69
-0.7632,	76
-1.3026,	76
-1.8553,	76
-1.3947,	76
-1.3333,	75
-2.7429,	70
-1.2105,	76
-1.1974,	76
-2.0000,	69
-2.4079,	76
-1.0395,	76
-1.8158,	76
-2.4493,	69
-1.0526,	76
-2.0132,	76
-0.9474,	76
-1.9079,	76
-1.0789,	76
-1.0132,	76
-2.8261,	69
-2.1184,	76
-1.8816,	76
-1.5526,	76
-1.5797,	69
-1.7105,	76
-1.6842,	76
-1.3289,	76
-1.3026,	76
-1.7500,	76
-1.1486,	74
-1.6761,	71
-2.2895,	76
-1.3684,	76
-3.4079,	76
-1.8026,	76
-0.7681,	69
-0.6974,	76
-0.0526,	76
-1.8421,	76
-2.3043,	69
-0.6974,	76
-2.1594,	69
-1.3421,	76
-2.2174,	69
-0.3947,	76
-2.5000,	76
-1.2895,	76
-2.0411,	73
-0.8701,	77
