
Left power from force,Vector size

-3.0890,	517
-3.1847,	471
-3.7527,	562
-3.4544,	537
-3.8110,	545
-3.0319,	564
-4.5309,	550
-3.1403,	549
-3.7337,	552
-4.0516,	465
-0.5308,	503
-5.2074,	516
-2.9338,	544
-3.7281,	548
-3.8099,	563
-3.8152,	552
-3.7230,	538
-4.4453,	530
-4.0267,	449
-4.0981,	540
-3.9205,	566
-2.3783,	526
-4.6055,	545
-3.2881,	538
-3.7810,	548
-3.6982,	570
-3.6163,	563
-1.0758,	488
-4.5028,	533
-5.9115,	531
-2.7486,	533
-5.5460,	533
-3.4149,	552
-2.9815,	540
-4.3045,	532
-3.6234,	555
-3.0598,	552
-3.7603,	559
-3.4079,	559
-3.0427,	562
-3.0372,	564
-2.6277,	513
-1.0466,	494
-3.6575,	546
-3.6162,	542
-3.4399,	541
-2.9579,	546
-3.0642,	545
-3.8291,	550
-2.6124,	547
-6.3320,	488
-3.4413,	562
-4.2280,	535
-2.5486,	556
-2.6362,	558
-3.0326,	552
-2.8073,	545
-3.2252,	564
-3.0243,	575
-4.2842,	482
-2.7578,	574
-4.0000,	541
-2.7434,	565
-2.9929,	565
-2.8536,	567
-3.6959,	559
-1.0535,	467
-2.0573,	541
-6.1908,	477
-2.6349,	545
-3.2977,	561
-2.4249,	546
-3.3238,	559
-2.7770,	565
-3.1620,	574
-5.2148,	526
