
Left power from force,Vector size

-1.1463,	533
-0.8079,	557
-0.5760,	559
-0.6198,	555
-0.8655,	565
-0.7421,	570
-0.6121,	562
-0.7420,	562
-0.5239,	565
-0.6567,	571
-0.5154,	553
-0.6911,	560
-0.7446,	560
-1.0768,	560
-1.0490,	551
-0.3834,	553
-0.7477,	555
-0.8613,	555
-0.5902,	571
-0.8520,	581
-0.4829,	557
-0.7929,	560
-0.5381,	565
-1.2678,	549
-1.5797,	464
0.0955,	555
-1.0682,	557
-0.3925,	558
-0.5927,	545
-0.6895,	554
-0.4793,	555
-1.6474,	570
-0.6715,	548
-0.6104,	557
-1.0161,	559
-0.6727,	553
-1.1264,	546
-0.3112,	543
-0.7729,	546
-1.1797,	551
-0.7654,	537
-0.7487,	573
-0.6279,	559
-0.5268,	560
-0.2218,	550
-0.3333,	507
-0.5778,	559
-0.0713,	575
12.8106,	417
-1.0000,	73
-0.0390,	77
-0.5256,	78
-0.9079,	76
-1.1594,	69
-0.8947,	76
-0.5000,	76
-0.7368,	76
-0.9359,	78
-0.4459,	74
0.0145,	69
-0.4474,	76
-0.5263,	76
0.1053,	76
-1.0658,	76
-0.6711,	76
-0.7500,	76
-1.1316,	76
